id,product_A_sold_in_the_past,product_B_sold_in_the_past,product_A_recommended,product_A,product_C,product_D,cust_hitrate,cust_interactions,cust_contracts,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
25,-1.01657,1.87305,-2.51561,-1.96974,-0.08786,0.07385,-0.15421,1.66486,-3.43851,-0.4527,0.84816,0,0,0,0,0
26,-0.03362,0.32359,0.04708,-0.48852,-0.05182,-0.10173,0.19326,0.77936,-0.43699,0.19467,1.91658,0,0,0,0,1
27,-1.92649,-0.1544,1.34041,0.09042,-0.09812,-0.0916,0.95721,0.67257,-1.44194,-0.93651,0.06825,0,0,0,1,0
28,0.36355,-0.05596,0.89116,0.34922,-0.04598,-0.06201,-1.10523,-1.05272,-0.24009,0.57168,-0.68278,0,0,0,1,1
29,-1.10096,0.53622,0.06773,-0.60981,0.13985,0.0244,-1.47244,-1.08833,-1.92512,-0.20478,-2.85693,0,0,0,1,0
30,-0.63754,-1.42735,-0.49331,-0.06556,0.06021,-0.03927,-0.36969,0.68701,-0.21709,-1.17944,-0.4247,0,0,0,1,0
31,-1.10256,-0.50885,0.5457,-2.58833,0.06622,-0.10181,-1.20714,-1.33693,-0.71492,-0.51202,0.93513,1,0,0,1,0
32,2.57842,-2.2023,-0.87884,-0.75825,-0.16162,0.02272,-0.23987,-0.33825,1.20195,-0.73956,1.11845,0,0,0,1,0
33,3.10427,0.27907,0.28109,0.35351,-0.13512,-0.00345,0.502,0.9011,1.11136,-0.01082,0.45655,1,0,0,1,0
34,-1.78657,0.57664,0.30438,-1.08229,-0.30391,-0.01308,-0.6126,-0.87879,0.48535,-1.67978,-1.11195,1,0,0,1,1
35,1.03382,-0.77982,0.74817,-0.04102,-0.10094,-0.00421,-1.04146,2.22643,-0.62661,-0.52935,-3.26523,1,0,0,0,1
36,-2.03127,1.68878,2.10773,0.34687,0.07567,0.07972,0.15547,1.76872,1.68538,-0.10469,-1.04282,1,0,0,0,0
37,0.1133,-1.67092,0.21393,-0.44255,0.03169,0.06925,0.79003,-1.5857,-1.85304,-0.46698,-0.75652,1,0,0,1,0
38,-3.13951,-1.95725,-0.50717,0.07046,-0.04215,-0.07434,-1.25598,-0.81885,-1.70356,0.84694,-0.76939,0,0,0,0,0
39,-2.19228,0.06934,-0.12046,-1.06273,-0.02223,0.04119,0.75619,-2.44293,-0.38378,0.27402,0.62783,0,1,1,0,0
40,0.09529,1.05652,-1.51526,-0.30661,-0.08889,-0.02084,0.75384,-0.63911,1.95404,-0.50748,2.67851,0,0,0,1,1
41,0.9077,1.82071,-0.65577,0.51022,0.00048,-0.01505,0.86327,1.21967,-0.50234,-0.28331,-0.11471,1,0,1,1,0
42,0.05705,-0.75066,-0.42743,0.05697,0.05659,-0.12461,1.07478,-0.19667,-0.48325,-0.20433,-0.6251,1,0,0,1,1
43,-0.37347,1.09442,-0.51927,-0.68653,-0.18159,-0.04852,1.86161,0.85296,-1.74191,-0.0967,-0.68883,1,0,0,0,0
44,-0.65166,-0.24621,0.02188,0.12422,0.00996,-0.08064,-0.18487,-1.5268,0.64593,-2.32566,-0.11342,0,0,1,1,0
45,-2.41778,-0.40715,-0.75794,8.08663,0.07324,0.0014,0.18766,1.25757,0.65318,-0.80153,-1.54244,0,0,0,0,0
46,-1.27977,0.86039,0.79682,-2.14994,-0.06151,0.01355,-0.23315,-0.36613,0.48908,-1.98444,-0.1197,0,0,1,1,0
47,-0.89096,0.58279,-0.09983,1.05907,0.05007,-0.14372,0.10158,0.3146,-0.92922,0.77828,0.37622,0,0,0,0,0
48,1.38568,8.07943,-0.10744,-0.43625,0.26147,-0.0411,1.3263,0.18855,-1.00671,-0.56085,0.01453,0,0,0,1,1
49,0.31543,1.57185,-0.36232,0.32549,-0.03043,0.01609,-0.97601,-1.22586,-1.59312,-0.69334,0.38631,0,0,0,1,0
50,-2.84456,1.45611,0.02415,1.09725,0.01933,-0.04933,-0.58884,-1.0837,-0.21613,0.3968,0.35062,1,0,1,0,0
51,0.28613,-0.95068,0.56008,-1.47167,-0.09381,-0.00355,1.20174,1.46135,-1.38041,-0.07768,-2.95785,0,1,1,1,1
52,-0.77762,0.27496,-0.7937,-0.80944,-0.00187,-0.02244,0.91603,0.77879,-1.47742,-1.62863,0.65531,0,0,0,1,0
53,-1.21538,0.39284,-0.62649,-0.38855,0.02603,-0.02292,-0.19051,1.56006,-0.72369,-0.57091,-1.30652,1,0,0,0,1
54,0.71751,0.11281,-0.34298,-0.88375,-0.00052,-0.05357,0.78352,0.68959,-0.78916,-0.83517,-1.94376,0,0,0,0,0
55,1.3465,-0.86037,-1.1767,1.63494,-0.12197,-0.10083,0.37297,0.47159,-0.83798,-2.24453,-1.95668,0,0,1,0,0
56,1.19692,-1.00595,-0.75541,-0.95677,5.7181,-0.09608,1.30022,-1.77121,0.16644,-1.19028,0.35031,0,0,0,0,1
57,-1.45883,-0.23066,-0.48098,-0.65555,0.12622,-0.00453,0.15961,-0.02444,-0.22095,-0.68354,-0.63386,0,0,0,1,1
58,-0.66382,1.20727,0.59951,0.10439,0.02486,-0.03903,0.92051,0.26714,-0.58816,-0.61495,-2.82295,0,0,0,1,0
59,0.2969,0.45232,0.11005,-1.30215,0.0762,-0.04693,2.21361,2.64373,-0.11699,-1.98223,0.41706,0,1,0,0,0
60,1.26332,-0.64474,0.05487,-0.49568,-0.0437,-0.06119,0.57848,1.12435,-1.29153,0.65167,-2.45941,0,0,0,0,1
61,-0.91876,0.72604,0.58072,0.21745,0.05499,-0.05526,0.13946,2.14327,-0.19472,-0.6021,-0.09027,0,0,1,0,0
62,-0.47849,-3.61825,-0.2099,-0.43286,0.00793,0.01235,0.67796,1.01705,-0.1494,-0.46245,0.05775,0,0,0,0,0
63,-1.8595,1.17852,0.21237,-0.19339,-0.11509,-0.05676,-0.19222,-0.55356,-1.80305,-0.09936,1.02837,1,0,1,0,1
64,-1.99431,-2.28766,-0.18258,-0.62933,0.01185,-0.10705,2.01037,0.44055,0.69569,-1.28808,2.37253,0,0,0,0,1
65,1.01879,-0.63493,0.11229,-1.61447,-0.11917,-0.00282,0.24406,0.58347,-1.18143,-0.04364,-2.34701,1,0,0,0,1
66,1.83436,-1.5436,6.08936,0.22159,-0.08329,-0.05024,-0.11835,-0.82699,-0.20969,-0.86707,-0.37871,0,0,0,1,1
67,-0.30802,-1.75362,-2.05105,1.65493,-0.00107,-0.03843,-0.56855,-0.16126,0.86441,-1.39659,-0.7145,0,0,0,1,1
68,1.3053,1.19299,-0.20742,-0.0816,0.00972,0.04038,0.97778,0.05308,0.62568,0.07345,0.35062,1,0,1,0,1
69,0.34245,-0.76124,1.0382,0.12526,-0.13892,-0.04103,0.79375,2.22674,-0.26567,0.99167,0.0235,0,0,0,1,1
70,-1.16768,0.2158,0.64097,0.59272,0.0854,-0.02554,-0.29788,-2.19689,-0.6625,0.22483,-0.82882,0,0,0,1,0
71,0.34209,-0.2563,0.67232,-1.36933,0.0372,-0.09895,0.56116,1.74698,0.64751,0.42298,-0.96135,0,0,0,1,0
72,2.10705,0.37245,0.8889,1.60251,-0.09047,-0.05098,-1.10684,-0.82415,0.37469,-1.02063,-1.97468,0,0,0,0,1
73,-0.25374,-0.10781,-0.02907,0.10233,-0.17376,-0.00952,0.24798,-1.3465,-0.91837,-2.09762,1.18179,1,0,1,1,1
74,2.14697,-1.73959,0.05785,1.53186,5.7181,-0.11777,0.46221,1.71593,-1.09489,0.99014,0.38881,1,0,0,1,0
75,-4.12962,0.99552,-0.59412,-0.83303,-0.06459,-0.02996,1.46586,1.17828,-2.37236,1.55451,1.07665,0,0,0,0,0
76,1.03285,-0.79251,-0.35286,1.71806,-0.00869,-0.03496,-0.51666,1.80542,-0.14597,1.04281,-0.76559,0,0,0,0,1
77,-0.06943,-2.0679,0.39262,0.67516,-0.05631,-0.03794,-0.92268,1.26084,-0.3827,-0.83579,-1.28525,0,0,0,1,1
78,-0.64851,-0.71374,0.86311,0.45304,-0.22075,0.01186,-0.61634,2.77181,0.83619,-1.65463,-1.91747,1,0,0,1,0
79,-0.06236,1.60091,-0.21156,0.13402,-0.05883,-0.02328,-0.96925,0.97047,0.05906,-1.56568,0.23838,1,0,0,1,1
80,-3.18135,0.82027,-0.46015,-0.34853,-0.05056,0.0339,1.16933,0.11223,1.03423,-2.18373,-1.85969,1,0,0,1,1
81,-0.90434,-0.61838,-0.09958,1.10053,0.04337,-0.08968,1.33891,0.71151,-0.99736,-0.60738,2.47299,0,1,0,1,1
82,0.33567,-0.61911,0.38097,0.04036,-0.08982,-0.0332,0.35617,1.79216,0.83815,1.10568,-2.26146,1,0,1,0,1
83,2.01684,-0.58596,-1.25508,-2.06707,0.14787,-0.03578,1.07704,-0.63525,-0.82892,-0.64166,0.11049,0,0,0,0,0
84,-0.97741,2.2921,-1.93694,-1.21719,-0.21116,-0.09346,0.20717,-0.48227,0.4776,-0.19768,2.05028,0,0,0,1,1
85,-1.41274,0.25832,-0.54043,-0.28585,0.11112,0.00781,0.02391,-0.07075,-1.75876,0.8756,0.59863,1,0,1,0,0
86,-0.95264,0.31605,-1.07657,0.21,-0.04243,0.07623,-0.16643,-2.2255,-0.06486,-0.9041,-0.03649,0,0,0,0,1
87,1.1731,1.03634,-0.50651,-0.15659,0.06596,-0.04085,-0.14831,0.46569,-2.28469,1.53553,-1.75273,1,0,1,1,0
88,0.29313,0.08655,-0.21822,1.11897,-0.01202,-0.01475,-1.13824,-1.96335,-0.56714,1.49209,-2.37265,0,0,1,1,0
89,-0.99464,-0.51085,-0.4626,-2.0511,0.09396,-0.03577,0.3114,0.36367,0.14035,-0.63111,0.85508,1,0,0,0,0
90,0.5699,-0.43562,1.06197,0.04359,-0.05874,-0.07568,0.06773,1.33835,-0.82097,-1.07753,1.95922,0,0,0,0,0
91,-0.05438,-0.28592,0.1614,-1.91798,-0.12986,-0.13104,0.69629,-0.27225,-1.35044,0.19724,-0.95827,0,0,0,0,1
92,1.25297,-0.24467,0.14038,0.65971,0.12205,-0.07529,0.17482,2.31254,0.54612,-0.84752,-2.00859,0,0,0,0,1
93,-1.25308,0.67316,0.39777,-0.19446,-0.03135,-0.1096,-0.03016,-1.4526,-0.40346,-1.65656,-3.98725,0,0,1,1,1
94,-0.69149,-0.13766,-1.01107,0.31961,0.00216,0.04521,-0.59695,1.72951,-0.78957,0.78124,-1.77115,0,0,0,0,1
95,-0.78816,0.67917,0.73129,-0.96388,36.23157,-0.04576,0.15772,1.11016,-0.2581,0.71645,-0.47049,0,0,0,1,0
96,-2.39527,-0.29686,-0.16061,1.17946,-0.1232,-0.0573,0.69059,-1.75924,2.33667,-0.34449,2.09868,0,0,0,1,1
97,0.24418,1.0652,0.43638,0.94172,0.03955,0.00446,-0.81467,3.55295,0.8535,-1.76286,0.7097,0,0,0,1,1
98,0.19158,-2.59784,-0.95749,0.48354,-0.07899,-0.09609,0.16998,0.22351,0.86257,-1.72953,0.15763,0,0,1,0,1
99,-0.19233,0.89959,-1.34301,-0.22952,-0.03322,-0.07834,0.28643,-0.75298,0.13555,-0.39277,-0.90018,0,0,0,0,0
100,-0.55188,0.21579,0.55431,0.47986,5.7181,-0.0366,-0.47445,-1.3885,-0.13351,-0.99987,-1.17475,1,1,0,0,1
101,-2.32306,0.99761,0.20113,-0.80689,-0.17002,0.01144,-0.37029,0.03598,-2.69608,-0.84109,1.80847,1,0,1,0,1
102,-0.83097,-3.67551,-0.82164,0.75556,-0.09788,-0.01492,0.28449,0.14711,-0.97898,0.52196,0.00111,0,1,0,1,0
103,-0.71407,2.30605,-0.79573,1.54948,0.11511,-0.02758,-0.80674,0.42317,-0.78057,0.23318,-3.4539,0,0,0,0,1
104,-1.40342,-0.36751,0.80035,0.97061,0.06862,-0.03609,0.37994,-0.05736,-2.17489,0.87814,-1.31031,1,0,0,1,1
105,-0.44193,1.35038,-1.05153,-0.8296,-0.02626,-0.01999,-0.61628,1.05987,-1.45742,-1.49062,-1.58732,0,0,0,0,0
106,0.40608,7.24932,1.21414,0.26142,0.00431,-0.02992,0.95028,-0.16516,-2.28084,-0.84319,-1.1194,0,0,1,0,1
107,2.62928,0.53533,-0.8205,-1.39314,-0.04942,-0.0915,1.97026,-2.02196,-0.33832,0.25898,0.54437,0,0,0,1,1
108,0.06187,-1.4641,0.41071,0.47239,0.11566,-0.0377,-0.58861,0.12077,0.51877,-0.05192,-0.46117,0,0,0,0,1
109,0.18633,-0.94852,-0.36289,0.3506,-0.04004,-0.09368,0.52737,-2.54097,0.80677,1.03238,-0.4153,0,0,0,0,0
110,-0.31167,2.09684,0.38255,-1.96982,0.00318,-0.03595,-0.48139,0.72452,0.11478,-0.07946,1.67021,0,0,1,0,1
111,-3.07816,-0.42882,-0.53529,-1.26178,0.0946,-0.06403,0.93276,-0.87516,-1.2634,1.34811,-1.34469,0,0,0,0,0
112,3.65261,0.06092,-0.23023,-0.38314,-0.09774,0.08697,-0.91221,0.49603,-2.23207,0.04002,2.4963,0,0,1,1,0
113,-0.10965,0.84408,-0.06726,4.93285,0.13588,-0.04199,0.48447,1.87689,-2.05687,0.56217,-1.30696,0,0,0,0,1
114,3.49486,0.39482,-0.90175,-1.30948,-0.17305,-0.11021,-0.59839,-0.8385,-1.56898,-0.82351,-0.1662,0,0,0,0,1
115,-0.48854,-0.0195,0.49266,0.28898,0.14296,-0.04671,-0.06559,1.57351,-1.18886,-0.48571,-0.72181,0,0,1,0,1
116,0.25232,0.23795,-0.51057,0.15147,-0.05727,-0.01403,-0.72482,-0.22007,-0.45975,0.41094,-0.11487,0,0,0,1,0
117,-0.25207,2.6841,-0.28288,-0.29427,-0.04427,0.04367,0.75788,2.40383,-1.31416,1.11298,0.36689,1,0,0,0,0
118,-1.95302,-0.26914,-0.89548,-0.85579,-0.209,-0.06947,-0.56958,-0.13818,0.03898,0.22924,0.35075,0,0,0,0,1
119,1.51423,0.04132,-2.14987,0.94871,-0.06548,-0.11912,0.54157,-0.70859,-0.53227,-0.58317,-1.42968,0,0,0,0,0
120,0.9279,1.06079,-0.25282,1.55541,-0.12398,0.00084,-0.17528,1.12469,-0.28945,0.87734,-1.98437,0,0,0,0,1
121,0.98655,1.12663,1.83009,-0.58356,-0.08076,-0.10903,0.00842,-0.22295,0.84025,-2.69198,3.45476,0,0,0,0,1
122,-1.56408,1.22444,0.52768,-0.71217,-0.03373,-0.06181,0.2182,-0.70974,-1.48023,-1.92223,-1.02598,0,0,0,0,1
123,1.90419,0.56648,-0.11541,0.39121,0.07578,-0.05288,-0.50946,-0.27341,0.1187,0.18163,0.74882,0,0,1,0,0
124,-2.30278,-1.57161,-0.31031,2.71563,0.00076,-0.04348,0.26829,0.24647,-0.31397,-0.48589,-2.71146,1,0,0,0,1
125,0.68029,1.76012,-0.08203,-0.2394,0.01077,-0.00554,1.32427,1.91062,-0.63349,0.10551,-0.71942,0,0,0,0,1
126,3.08568,-1.57561,0.3377,0.63965,-0.12955,-0.07418,-0.52248,-2.02091,0.58526,-0.43559,-0.4908,1,0,1,1,0
127,-1.6858,0.16316,-1.04465,-2.00936,-0.10808,-0.05369,1.03745,0.3277,0.57901,0.07095,0.40922,0,0,0,1,0
128,-1.04945,-1.10513,0.79146,6.77206,0.15987,-0.04071,1.29848,1.04988,-1.24649,-1.3144,-4.38368,1,0,0,0,0
129,-0.05052,-0.27697,0.47231,-0.02732,-0.09352,-0.03252,-0.55292,0.53214,-0.48216,0.07049,-0.05079,1,0,0,0,0
130,0.42053,0.19451,0.47455,-0.51149,0.14562,-0.03511,-1.06404,1.87184,-0.01879,0.49441,-2.02461,1,0,0,1,1
131,-2.526,0.18563,6.43939,-0.18923,-0.04431,-0.0182,0.34157,0.21079,-0.57301,0.72055,0.18652,0,0,0,1,1
132,-0.09716,0.3063,-0.08431,-0.13757,-0.01977,0.00219,-0.33793,0.07854,0.28502,1.51355,-1.85449,0,0,0,0,1
133,-1.79346,1.73645,0.43829,-1.8312,0.08704,-0.02037,1.59488,1.0108,-0.01881,-0.2559,-1.58322,1,0,0,1,1
134,0.51039,10.39206,0.37345,1.39494,0.10719,-0.01732,0.12785,0.41918,1.53256,-0.22609,-0.71044,1,0,0,0,1
135,-1.57914,-0.49299,-0.38323,-0.05867,-0.03108,-0.11911,-0.54176,-0.16849,-1.83028,-2.02317,-1.87849,1,0,0,0,0
136,2.1249,0.9569,-0.55888,0.343,-0.05882,-0.03749,-0.81773,0.91937,-0.42244,-1.03141,-1.0133,0,0,0,1,1
137,-1.37488,1.22736,-0.01851,0.85155,-0.02559,-0.01602,0.97192,-0.48303,-1.2085,-0.69308,-2.09006,1,0,0,1,1
138,-0.68309,-1.67313,1.13922,-1.12116,0.0138,-0.00355,-0.35695,-0.43341,0.30411,0.55032,-3.04976,0,1,0,1,1
139,1.02028,0.51688,-1.09129,0.37347,0.06913,-0.07462,0.13506,-0.33359,-1.91717,-1.111,1.22694,0,1,0,0,1
140,-2.0463,0.64141,-1.27402,-0.36764,-0.01958,-0.07295,0.86464,1.92368,0.04631,0.29634,-2.24407,0,0,0,0,1
141,0.14119,-0.55708,0.03181,0.74677,0.04189,-0.06871,-0.28741,-3.56522,-0.93005,-0.50162,-0.56802,0,0,1,1,1
142,3.85805,1.45085,-0.05929,-2.22723,0.14384,-0.01318,0.06326,0.77472,-1.03416,-0.67717,0.82934,1,0,1,0,1
143,-2.61122,-0.38007,0.03867,-0.19909,0.01813,0.01169,0.08675,0.34113,-1.7465,-0.25111,-1.22242,0,1,1,0,0
144,0.07695,-0.04931,0.09516,-0.70282,0.01117,-0.06037,0.64666,-1.71704,-0.76508,-0.89116,-1.53775,0,0,0,0,1
145,0.18982,-0.40769,-0.27856,0.33226,36.23157,0.0054,0.5726,0.67167,0.7845,-0.92904,0.03936,0,0,0,0,1
146,0.97273,-0.18131,1.09189,0.37004,-0.28307,-0.03383,-0.07609,0.8709,-0.32519,-2.20479,1.3769,0,0,0,0,0
147,-2.05543,-1.51553,-1.38072,-0.80763,0.01884,-0.04621,0.15092,1.00757,0.32768,-0.74795,-2.05397,0,0,0,1,0
148,6.20549,-1.92806,-0.7628,-0.81217,-0.02948,-0.05057,-0.19742,-2.88219,1.36464,-0.97997,-0.52522,0,0,0,1,1
149,0.58291,1.71341,-0.1826,-0.21067,-0.07148,-0.00267,-1.08209,1.93967,-0.03624,-1.01598,-2.89874,0,0,0,0,0
150,0.24548,-1.21635,-1.41455,-0.99664,0.00435,-0.02372,0.30608,-0.58528,-0.8588,-0.08313,-0.8898,1,0,0,1,0
151,0.17574,-1.38967,-0.24068,0.74198,-0.02604,0.07379,1.61375,1.12388,0.16725,0.15863,-0.24869,1,0,0,0,1
152,0.31967,-2.78407,1.22918,-0.46921,0.09278,-0.08261,-0.60698,1.18929,-0.8443,-0.26781,-1.58194,0,0,1,1,1
153,-1.22004,-0.96675,-0.08329,-3.00699,-0.01139,-0.01409,-0.51842,-0.75204,-0.80442,0.49542,-0.98549,0,0,0,0,1
154,0.14838,-1.78771,0.08456,-0.47482,-0.09469,-0.06646,-0.59658,1.09255,-1.81989,0.07556,-2.41234,0,0,1,1,0
155,0.23961,1.77042,-1.10813,-1.13854,0.07902,-0.08346,0.67967,-0.16259,0.62626,-0.79506,-0.18438,1,0,0,1,0
156,-1.27153,8.57414,-0.59309,-1.73128,-0.04171,-0.04054,0.45879,-2.18565,-0.686,-0.96286,1.28354,0,0,1,0,0
157,2.59866,-1.02578,-0.40016,-1.33743,0.03265,-0.03313,-0.02683,1.70129,-0.1179,-0.18718,-1.94572,0,0,0,0,0
158,0.51075,2.50292,-0.35417,0.00941,-0.06774,0.10591,-0.63442,-0.63005,-1.33596,0.07377,-1.23401,0,0,1,1,0
159,-1.98696,0.97812,0.92532,1.22864,-0.08498,-0.04921,0.1739,-0.72539,0.13595,0.89784,0.45382,1,0,0,0,1
160,0.78483,-0.5898,0.34615,0.21318,-0.01158,-0.09651,-1.1517,-0.18368,-1.06194,0.69117,1.51814,0,0,0,1,1
161,-1.66202,-3.19929,4.87282,-0.7065,-0.01872,-0.02635,0.21474,0.62668,-0.44171,-1.04147,-2.53978,0,0,0,1,0
162,0.98063,2.54913,0.0972,0.3559,0.02798,-0.14373,0.79722,0.23128,0.57783,-0.60201,-0.55318,1,0,0,0,0
163,1.53789,-1.86749,0.29858,-0.55909,-0.04686,-0.0446,-0.90096,0.95768,0.49076,0.17102,0.1247,0,0,1,1,0
164,-1.43102,-2.17448,0.81212,-0.7946,-0.20364,-0.0392,-1.12601,-1.30739,-0.32203,0.568,-0.45308,1,0,1,1,0
165,1.24506,1.02708,1.16443,-1.25436,-0.06328,-0.00027,1.36355,-0.59086,-2.06813,0.43897,-4.01519,0,0,0,1,0
166,0.41917,2.7277,-0.91208,-1.85183,0.05938,0.00868,-0.38941,0.1608,2.69281,-0.56388,0.45164,1,0,0,0,1
167,1.03309,1.46113,-0.74869,-0.48992,-0.04974,-0.06518,1.00876,2.57746,1.44586,-1.75402,1.979,0,0,0,0,0
168,2.64519,0.47669,-1.10606,0.05805,-0.04464,-0.04753,-0.0232,0.16342,0.42267,-1.49894,-0.12501,1,0,1,0,0
169,-0.56808,0.51371,-0.28722,-0.19662,0.07864,-0.07831,-0.02956,1.60227,-1.0532,-0.22737,-1.84666,0,0,0,1,0
170,-1.3306,0.8241,0.27309,-0.51597,-0.0912,-0.0964,0.45073,0.34627,-0.41359,-0.15777,-1.06969,1,0,0,1,1
171,-1.53427,0.71071,0.68987,-1.04575,-0.17428,-0.02451,-0.6072,-0.28039,-0.84342,-1.59868,2.35487,0,0,0,1,0
172,-1.42372,0.13743,-0.16076,0.50825,-0.03606,-0.10368,0.206,0.00393,0.96386,-0.45543,1.06494,0,0,0,0,0
173,-0.31565,-0.07496,4.71001,-1.41713,-0.06842,-0.06073,-0.20519,0.0979,-0.0375,0.13122,0.66004,1,0,0,0,0
174,0.31173,9.80931,0.02141,0.67603,-0.11662,-0.08976,-0.95639,1.02437,-1.08416,-1.65123,0.23462,0,0,0,1,1
175,0.21504,-1.10476,-0.76811,-1.10222,-0.03754,-0.01252,0.36999,1.94953,-0.77076,0.605,-1.29171,0,0,0,1,0
176,1.04077,-0.53681,1.57163,-0.85244,0.02915,0.05007,-0.11065,0.73162,0.82119,-0.87753,-0.60086,0,0,0,1,0
177,-0.1805,-2.23155,-1.38613,-1.56679,-0.02093,-0.10508,-0.02562,1.72449,1.3001,0.75761,-0.41688,1,0,0,1,0
178,1.9803,-0.31801,0.04779,-0.6014,0.0107,-0.13265,-0.86813,-0.85775,1.22833,-1.03345,0.52436,0,0,0,1,0
179,-0.59699,-1.38631,1.51888,0.87531,0.16134,-0.04624,1.37312,-0.19756,0.45703,-1.52663,1.96338,1,0,0,1,0
180,3.88025,-1.52431,-0.09456,0.41563,-0.05429,-0.03922,0.80137,-0.56916,-0.55262,-0.95814,1.37751,0,0,0,1,0
181,0.7385,3.94719,-0.25203,0.87842,0.00783,-0.02907,0.87132,0.67733,-3.54151,-0.59515,-2.42908,0,1,0,0,0
182,7.67963,1.4704,-0.38596,0.42214,-0.07092,-0.06232,-0.14436,-0.13075,-0.00284,-0.88848,0.03599,0,0,1,1,0
183,-1.80634,0.90198,-0.24431,-1.20367,-0.10464,-0.05003,-1.28335,1.17573,-0.30183,-0.716,0.80515,0,0,1,1,0
184,0.52371,-2.0846,0.99828,-0.43079,-0.07849,-0.02162,1.66233,-0.8172,-0.16002,-0.16603,0.62829,0,0,1,0,0
185,-0.53519,-1.38755,-1.86949,-0.8802,-0.06788,0.01202,0.05112,0.35164,-0.2461,-0.67118,-1.24385,0,0,1,0,0
186,0.871,0.92893,1.12675,1.23057,0.01595,-0.13775,-0.49904,1.12423,-1.62626,-0.56611,4.07116,0,0,0,0,1
187,0.50986,-1.37898,-1.23917,-1.29679,0.21491,-0.05845,0.43344,-2.17836,0.25741,-2.20923,-2.21563,1,0,0,0,1
188,7.70969,-0.46956,-0.31332,0.7937,-0.0916,-0.02931,1.0337,2.84596,0.33222,-0.1083,-1.92478,0,0,0,0,1
