id;product_A_sold_in_the_past;product_B_sold_in_the_past;product_A_recommended;product_A;product_C;product_D;cust_hitrate;cust_interactions;cust_contracts;opp_month;opp_old;competitor_Z;competitor_X;competitor_Y;cust_in_iberia;target_variable
52;-25992;-34146;-1097;-891;-2372;-4247;58461;-27957;-34997;94864;-28185;0;0;1;1;0
53;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-3202;124404;-28185;1;0;1;1;1
54;-25992;-34794;-1097;-891;-2372;-4247;-98877;12255;-34997;-82382;-28185;0;0;0;1;0
55;-25992;-22427;-1097;-891;-2372;-4247;173092;-60562;-34997;183486;-28185;0;0;0;1;1
56;-25992;-34794;-1097;-891;-2372;-4247;-112114;-39912;-34997;94864;-28185;0;0;1;1;0
57;-25992;-32141;-1097;-891;-2372;-4247;159713;-6817;-34997;65323;-28185;0;0;0;1;1
58;-25992;-34794;-1097;-891;-2372;-4247;163174;-6817;28593;124404;-28185;0;0;0;1;1
59;-25992;-23878;-1097;-891;-2372;-4247;-2574;23124;-34997;183486;-28185;1;0;1;1;0
60;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;0;1;0
61;-25992;-34794;-1097;-891;-2372;-4247;-11667;-59475;-34997;-233;-28185;1;0;0;1;0
62;-25992;55542;-1097;-891;-2372;-4247;-106154;-6817;-34997;6241;-28185;0;0;0;1;0
63;-25992;-34794;-1097;-891;-2372;-4247;-30367;-6817;-34997;-233;-28185;1;0;1;1;1
64;-25992;-834;-1097;-891;-2372;-4247;10575;31818;-34997;183486;-28185;0;0;1;1;1
65;795386;325755;-1097;-891;-2372;-4247;140601;-6817;92184;183486;-28185;0;0;1;1;1
66;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-52841;-28185;0;0;0;1;1
67;-25992;-34794;-1097;-891;-2372;-4247;-6587;37252;-34997;-52841;-28185;0;0;0;1;0
68;-25992;-34794;-1097;-891;-2372;-4247;-33247;51381;60388;124404;-28185;0;0;1;0;0
69;-25992;-34794;-1097;-891;-2372;-4247;-66932;50294;-34997;35782;-28185;0;0;0;1;0
70;-25992;-34794;-1097;-891;-2372;-4247;-55506;4648;-34997;35782;-28185;1;0;0;0;1
71;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;0;0;1
72;-25992;-34794;-1097;-891;-2372;-4247;-90089;-31218;-34997;-82382;-28185;0;0;0;1;0
73;37589;-34794;-1097;-891;-2372;-4247;-11667;-52954;-34997;-233;-28185;1;0;0;0;0
74;-25992;-34794;-1097;-891;-2372;-4247;-63635;-48607;-34997;-233;-28185;0;0;1;0;1
75;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;60388;-233;-28185;0;0;0;1;1
76;-25992;-34794;-1097;-891;-2372;-4247;-63904;-6817;60388;124404;-28185;0;0;0;1;0
77;17357;-34794;-1097;-891;-2372;-4247;-11667;-48607;-34997;94864;-28185;1;0;0;1;1
78;-25992;-34794;-1097;-891;-2372;-4247;-104307;-50781;-34997;94864;-28185;0;0;0;0;0
79;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;1;1;0
80;-18862;37913;-1097;-891;-2372;-4247;504;112244;92184;6241;-28185;0;0;0;1;0
81;-25992;56003;-1097;-891;-2372;-4247;9119;1387;-3202;94864;-28185;0;0;0;0;1
82;-25992;-34794;-1097;-891;-2372;-4247;881;-22523;-34997;-52841;-28185;0;0;0;0;1
83;-25992;-34794;-1097;-891;-2372;-4247;73471;-55128;-34997;-233;354793;1;0;1;0;0
84;34402;212201;-1097;-891;-2372;-4247;16671;-6817;123979;-82382;-28185;1;0;0;1;1
85;-16933;3928;-1097;-891;-2372;-4247;-115649;-22523;-34997;-82382;-28185;1;0;0;0;0
86;-25992;-34794;-1097;-891;-2372;-4247;96435;158977;-34997;-111923;-28185;0;0;0;1;0
87;-25992;-34794;-1097;-891;-2372;-4247;77;131807;-34997;35782;-28185;0;0;0;0;1
88;-25992;-34794;-1097;-891;-2372;-4247;62701;-49694;155774;-233;-28185;0;0;0;1;1
89;-25992;687;-1097;-891;-2372;-4247;-16284;-6817;155774;-52841;-28185;0;0;0;1;1
90;-25992;-34794;-1097;-891;-2372;-4247;10574;-6817;-34997;6241;-28185;1;0;0;1;1
91;-25992;-34794;-1097;-891;-2372;-4247;-91051;-4426;-34997;6241;-28185;0;0;0;1;0
92;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-233;-28185;0;0;0;0;1
93;-25992;-34794;-1097;-891;-2372;-4247;77;131807;-34997;35782;-28185;0;0;0;0;1
94;108216;254732;-1097;-891;-2372;-4247;-81898;-37739;-34997;124404;-28185;0;0;1;0;1
95;-21072;-34794;-1097;-891;-2372;-4247;50628;135067;-34997;-141464;-28185;0;0;0;0;1
96;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;0;0;0;0;1
97;108216;254732;-1097;-891;-2372;-4247;25387;8995;-34997;6241;-28185;0;0;0;1;1
98;-25992;124532;-1097;-891;-2372;-4247;869;-14915;473725;-141464;-28185;0;0;0;1;0
99;-25992;-34794;-1097;-891;-2372;-4247;12643;42687;-34997;-233;-28185;0;0;0;1;1
100;-25992;-34794;-1097;-891;-2372;-4247;-848;-12742;-34997;6241;-28185;0;0;0;1;1
101;-25992;-34794;-1097;-891;-2372;-4247;-116541;-6817;60388;35782;-28185;0;0;1;1;0
102;-22676;-19114;-1097;-891;-2372;-4247;131514;-31218;-34997;-233;-28185;0;0;0;1;1
103;-25992;-34794;-1097;-891;-2372;-4247;28197;-6817;473725;6241;-28185;0;0;0;1;1
104;-25992;-34794;-1097;-891;-2372;-4247;-59917;12255;-34997;94864;354793;1;0;0;0;0
105;-6818;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;94864;-28185;0;0;0;1;0
106;-25992;36832;335053;-891;-2372;-4247;37336;28558;-34997;-82382;-28185;0;0;0;1;1
107;-25992;-33409;-1097;-891;-2372;-4247;-61384;283963;-34997;-233;-28185;1;0;1;0;0
108;-25992;-34794;-1097;-891;-2372;-4247;23333;-38826;28593;94864;-28185;0;0;0;1;0
109;-25992;-34794;-1097;-891;-2372;-4247;-11667;-296;-34997;6241;-28185;0;0;1;0;0
110;41705;200541;-1097;-891;-2372;-4247;-14957;-49694;-34997;183486;-28185;0;0;1;1;0
111;-25992;-13368;-1097;-891;-2372;-4247;141479;-6817;251159;6241;354793;1;0;0;1;1
112;34066;-18305;-1097;-891;-2372;-4247;-34026;101375;-34997;-82382;354793;0;0;0;0;0
113;-25992;-34794;-1097;-891;-2372;-4247;-109171;-50781;-34997;-111923;-28185;0;0;1;0;0
114;-25992;-34794;-1097;-891;-2372;-4247;-26312;-6817;60388;-111923;-28185;0;0;0;1;1
115;65945;335306;-1097;-891;-2372;-4247;74371;-2361;-34997;35782;-28185;0;0;0;1;1
116;-25992;-34544;-1097;-891;-2372;-4247;-102453;-56215;-34997;6241;-28185;1;0;1;1;1
117;-25992;-30023;258928;-891;-2372;-4247;-104185;87247;-34997;-52841;-28185;0;0;0;0;0
118;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-141464;-28185;0;0;0;1;0
119;-25992;-33267;-1097;-891;-2372;-4247;116865;-56215;-34997;-141464;-28185;1;0;0;1;0
120;34402;351662;-1097;-891;-2372;-4247;-63133;73118;-34997;-233;-28185;0;0;1;0;0
121;-25992;-34794;40933;-891;-2372;-4247;-11667;-6817;-34997;-141464;354793;0;0;0;0;0
122;-25992;-34794;-1097;-891;-2372;-4247;173078;-6817;92184;94864;-28185;0;0;0;1;0
123;-25992;-34794;-1097;-891;-2372;-4247;64506;-25784;-34997;183486;-28185;0;0;0;1;1
124;-25992;-34794;-1097;-891;-2372;-4247;133311;-12742;-34997;-82382;-28185;1;0;0;0;0
125;-25992;-31795;-1097;-891;-2372;-4247;112382;-6817;123979;-82382;-28185;0;0;0;1;0
126;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;28593;94864;-28185;1;0;1;0;0
127;-25992;-34794;-1097;-891;-2372;-4247;-11667;-60562;-34997;183486;-28185;0;0;0;0;1
128;-25992;-34794;-1097;-891;-2372;-4247;4231;-38826;-34997;-52841;-28185;0;0;0;0;1
129;-25992;-34794;-1097;-891;-2372;-4247;-60152;-6817;-34997;65323;-28185;0;0;1;0;0
130;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;92184;-52841;-28185;0;0;0;1;0
131;-25992;-34794;-1097;-891;-2372;-4247;-65374;58989;-34997;94864;-28185;1;0;0;1;0
132;-25992;-21724;-1097;-891;-2372;-4247;173092;-6817;-34997;94864;-28185;0;0;0;1;0
133;-25992;-28822;-1097;-891;-2372;-4247;40704;-18176;-34997;-52841;-28185;0;0;0;0;0
134;-25992;-34794;-1097;-891;-2372;-4247;173092;-6817;-3202;124404;-28185;0;0;0;1;1
135;-25992;113969;-1097;-891;-2372;-4247;-51821;290484;-34997;-111923;-28185;1;0;1;1;0
136;-25992;-34794;-1097;-891;-2372;-4247;9173;-6817;-34997;-111923;-28185;0;0;0;1;0
137;-25992;-23614;-1097;-891;-2372;-4247;-107436;-51868;-34997;-111923;-28185;1;0;0;0;0
138;-586;-24182;-1097;-891;-2372;-4247;-77412;-6817;-34997;-233;-28185;0;0;0;0;0
139;-19281;-34794;-1097;-891;-2372;-4247;36736;14429;-34997;-141464;-28185;1;0;0;1;0
140;-25992;-34794;-1097;-891;-2372;-4247;83;83986;-34997;-82382;-28185;0;0;0;0;1
141;-19482;-31669;-1097;-891;-2372;-4247;-102322;35079;-34997;35782;-28185;1;0;0;0;0
142;-25992;-34794;-1097;-891;-2372;-4247;173092;-11655;28593;-82382;-28185;0;0;0;1;0
143;-25992;-34794;-1097;-891;-2372;-4247;-9734;-24697;44193;-141464;-28185;0;0;0;0;1
144;-25992;-33405;-1097;-891;-2372;-4247;-9639;54642;-34997;6241;-28185;0;0;1;0;0
145;26819;-2965;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;0;0;1
146;-15926;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-52841;-28185;0;0;0;1;0
147;-25992;195086;-1097;-891;-2372;-4247;-11627;23124;-34997;-141464;-28185;0;0;0;1;0
148;-25992;-34794;-1097;-891;-2372;-4247;66781;16603;-34997;153945;-28185;1;0;0;0;1
149;-25992;-11067;-1097;-891;-2372;-4247;22741;734997;-34997;124404;354793;0;0;0;1;0
150;-25992;687;-1097;-891;-2372;-4247;-16284;-6817;155774;-52841;-28185;0;0;0;1;1
151;-25992;-34794;-1097;-891;-2372;-4247;138407;47034;-34997;-141464;-28185;1;0;0;0;0
152;-25992;-31063;-1097;-891;-2372;-4247;-11667;-52954;-34997;-141464;-28185;1;0;0;1;1
153;-25992;-34307;-1097;-891;-2372;-4247;-11667;-25784;-34997;35782;-28185;1;0;0;0;0
154;-25992;-34794;-1097;-891;-2372;-4247;2946;-35565;-34997;-52841;-28185;0;0;0;1;0
155;-25992;-13138;-1097;-891;-2372;-4247;-17362;323089;-34997;183486;354793;0;0;0;0;0
156;-25992;-25836;-1097;-891;-2372;-4247;-21231;66597;-34997;-141464;-28185;1;0;0;1;0
157;-25992;-34334;-1097;-891;-2372;-4247;-105587;-19263;-34997;94864;-28185;1;0;0;0;0
158;-25992;-34794;-1097;-891;-2372;-4247;-11667;-43173;-34997;-82382;-28185;0;0;1;0;0
159;-25992;-33409;-1097;-891;-2372;-4247;147814;-6817;-34997;6241;-28185;1;0;1;1;1
160;-25992;-2816;-1097;-891;-2372;-4247;6963;-6817;-3202;183486;-28185;1;0;0;1;0
161;-25992;-34794;-1097;-891;-2372;-4247;-110932;-19263;-34997;-141464;-28185;0;0;0;1;1
162;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-141464;354793;1;0;0;1;0
163;-25992;-24803;-1097;-891;-2372;-4247;84626;51381;-34997;-52841;-28185;1;0;0;0;1
164;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-52841;-28185;0;0;0;1;0
165;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;1;0;0;1;1
166;-25992;-34794;-1097;-891;-2372;-4247;-58836;-52954;-34997;-111923;-28185;1;0;0;0;0
167;-12571;13004;-1097;-891;-2372;-4247;-278;-6817;-3202;153945;-28185;0;0;0;1;0
168;-25992;-34794;-1097;-891;-2372;-4247;173092;-42086;-34997;6241;-28185;0;0;0;0;1
169;-25992;-34794;-1097;-891;-2372;-4247;-21299;-6817;155774;-111923;-28185;0;0;0;1;1
170;-25992;-9449;-1097;-891;-2372;-4247;80991;52468;92184;6241;-28185;0;0;0;0;0
171;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-141464;-28185;0;0;0;1;0
172;-25992;121214;-1097;-891;-2372;-4247;163661;-35565;-34997;-82382;-28185;0;0;0;0;0
173;-25992;-34794;-1097;-891;-2372;-4247;-7615;5734;-34997;183486;-28185;0;0;0;1;1
174;-25992;33423;-1097;-891;-2372;-4247;13101;238316;-34997;35782;-28185;0;0;0;0;1
175;-25992;-34794;-1097;-891;-2372;-4247;89475;-6817;-34997;-141464;-28185;0;0;0;0;1
176;-25992;-34794;196644;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;1;0;1;1;0
177;-25992;-34794;-1097;-891;-2372;-4247;-21892;444813;-3202;-141464;-28185;0;0;0;1;1
178;-25992;-34794;-1097;-891;-2372;-4247;15379;-6817;-34997;-82382;-28185;0;0;1;1;1
179;-25992;-34544;-1097;-891;-2372;-4247;-11667;-6817;-34997;6241;-28185;0;0;0;0;0
180;-25992;-34794;-1097;-891;-2372;-4247;33923;179627;-34997;153945;-28185;1;0;0;0;1
181;-25992;-23693;-1097;-891;-2372;-4247;173092;-58389;-34997;-233;-28185;0;0;1;0;1
182;-25992;-2315;-1097;-891;-2372;-4247;173092;-25784;-34997;-82382;-28185;1;0;0;1;1
183;-25992;-31172;-1097;-891;-2372;-4247;-9138;-55128;-34997;-52841;-28185;0;0;0;0;1
184;-25992;-34794;-1097;-891;-2372;-4247;-63635;-48607;-34997;-233;-28185;0;0;1;0;1
185;-25992;-34794;-1097;-891;-2372;-4247;-81885;-21436;-34997;65323;-28185;0;0;1;0;0
186;-25992;-34794;-1097;-891;-2372;-4247;76022;167672;-34997;-82382;-28185;0;0;0;0;0
187;-25992;-34794;-1097;-891;-2372;-4247;6844;-64909;-34997;6241;-28185;0;0;0;1;1
188;60075;65791;-1097;-891;-2372;-4247;-73175;192669;-34997;153945;-28185;0;0;1;1;0
189;-25992;-34794;-1097;-891;-2372;-4247;39475;189409;-3202;-111923;-28185;1;0;1;0;0
190;-25992;-34794;-1097;-891;-2372;-4247;173092;-29044;-34997;-52841;-28185;0;0;0;0;0
191;-25992;-23252;-1097;-891;-2372;-4247;-99938;-6817;-3202;183486;-28185;1;0;0;1;1
192;-25992;-34794;-1097;-891;-2372;-4247;-46956;-16002;-34997;35782;-28185;0;0;0;0;0
193;-25992;-31578;-1097;-891;-2372;-4247;173092;-49694;-34997;-111923;-28185;0;0;1;0;1
194;-25992;-34794;-1097;-891;-2372;-4247;9157;53555;-34997;6241;-28185;1;0;0;1;1
195;-25992;-34794;-1097;-891;-2372;-4247;-57861;-6817;92184;-233;-28185;0;0;0;1;0
196;-25992;-34794;-1097;-891;-2372;-4247;71126;-1873;-34997;-141464;-28185;0;0;0;1;0
197;-25992;-34794;-1097;-891;-2372;-4247;40581;-6817;-34997;-82382;-28185;0;0;0;1;0
198;-25992;-34794;-1097;-891;-2372;-4247;9157;53555;-34997;6241;-28185;1;0;0;1;1
199;-25992;-34794;-1097;-891;-2372;-4247;163524;-30131;-34997;-111923;-28185;0;0;0;0;0
200;-25992;-25184;-1097;-891;-2372;-4247;-11667;-6817;28593;6241;-28185;0;0;0;1;1
201;-25992;-194;-1097;-891;-2372;-4247;-67971;81812;-34997;124404;-28185;0;0;0;0;0
202;39602;-20474;-1097;-891;-2372;-4247;-7449;7908;-34997;-141464;354793;0;0;0;0;0
203;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;0;1;0
204;-25992;-34794;-1097;-891;-2372;-4247;-61293;-6817;60388;-52841;-28185;0;0;0;1;1
205;-25992;-34794;-1097;-891;-2372;-4247;-3611;-48607;-34997;-52841;-28185;0;0;0;0;0
206;29115;153069;-1097;-891;-2372;-4247;133971;-42086;-34997;-52841;-28185;1;0;0;0;1
207;-25992;-5203;-1097;-891;-2372;-4247;173092;-4426;-34997;35782;-28185;0;0;0;0;1
208;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;-52841;-28185;0;0;0;1;0
209;-25992;-34794;-1097;-891;-2372;-4247;51599;168759;-3202;183486;-28185;1;0;0;1;0
210;-25992;-34794;-1097;-891;-2372;-4247;-95839;-6817;-34997;153945;-28185;1;0;1;1;0
211;-25992;-34794;-1097;-891;-2372;-4247;494;-6817;-34997;94864;-28185;0;0;0;1;1
212;-25992;-34794;-1097;-891;-2372;-4247;39475;189409;-3202;-111923;-28185;1;0;1;0;0
213;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;187569;153945;-28185;0;0;0;1;1
214;-20959;-28992;-1097;-891;-2372;-4247;-100613;-50781;-34997;35782;-28185;0;0;0;0;0
215;-25992;-34794;-1097;-891;-2372;-4247;-7732;-19263;-34997;6241;-28185;0;0;0;0;0
216;-25992;-34794;-1097;-891;-2372;-4247;-48563;-6817;-3202;6241;-28185;0;0;0;1;0
217;-25992;-34794;-1097;-891;-2372;-4247;-80482;88333;-34997;6241;-28185;0;0;1;0;0
218;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;124404;-28185;0;0;0;0;1
219;-19372;-34794;-1097;-891;-2372;-4247;173092;-43173;-34997;94864;-28185;0;0;0;1;1
220;-25992;-34794;-1097;-891;-2372;-4247;-45263;-2687;-34997;-141464;-28185;0;0;0;1;0
221;-25992;-29148;-1097;-891;-2372;-4247;-5619;-6817;-34997;-111923;354793;0;0;0;1;0
222;-25992;-407;-1097;-891;-2372;-4247;73797;-8394;-34997;-233;-28185;0;0;1;0;1
223;-25992;-33719;-1097;-891;-2372;-4247;173092;-33391;-34997;-82382;-28185;0;0;1;1;1
224;-25992;-24273;-1097;-891;-2372;-4247;172367;-6817;251159;-111923;-28185;0;0;1;1;0
225;-25992;-18023;-1097;-891;-2372;-4247;137402;-6817;251159;183486;-28185;1;0;0;1;0
226;-25992;-18026;-1097;-891;-2372;-4247;172322;55729;-3202;-233;-28185;1;0;0;0;1
227;-25992;-34794;-1097;-891;-2372;-4247;-15646;-6817;-34997;153945;-28185;0;0;0;1;0
228;-21965;-1507;-1097;-891;-2372;-4247;-7537;-6817;473725;35782;-28185;0;0;0;1;1
229;-25992;-3057;-1097;-891;-2372;-4247;-78863;-787;-34997;6241;-28185;0;0;1;0;0
230;-25992;-33409;-1097;-891;-2372;-4247;-9278;-59475;-34997;-52841;-28185;1;0;1;0;0
231;-12571;-34794;-1097;-891;-2372;-4247;159;-62736;-34997;-52841;-28185;0;0;0;1;1
232;-25992;139031;-1097;-891;-2372;-4247;-31518;38339;-34997;35782;-28185;0;0;1;1;1
233;-25992;209551;-1097;-891;-2372;-4247;-11667;-55128;-34997;153945;-28185;0;0;0;0;1
234;-25992;-34794;-1097;-891;-2372;-4247;-11533;-18176;-34997;-82382;-28185;0;0;0;0;0
235;-25992;-34794;-1097;-891;-2372;-4247;-11667;-6817;-34997;35782;-28185;0;0;0;1;1
236;-25992;-34794;-1097;-891;-2372;-4247;107699;-6817;187569;94864;-28185;0;0;0;1;1
237;-25992;-34794;-1097;-891;-2372;-4247;155115;25297;-34997;35782;-28185;1;0;0;0;1
238;-25992;-34794;-1097;-891;-2372;-4247;91298;-6817;-34997;153945;-28185;0;0;0;1;1
239;-25992;-34794;-1097;-891;-2372;-4247;36303;-6817;-34997;-233;-28185;0;0;0;1;0
240;108216;254732;-1097;-891;-2372;-4247;-81898;-37739;-34997;124404;-28185;0;0;1;0;1
241;-1651;-32693;-1097;-891;-2372;-4247;-11667;-6817;251159;94864;-28185;0;0;0;1;1
242;-25992;-34794;-1097;-891;-2372;-4247;69939;2474;-34997;-82382;-28185;1;0;0;0;1
243;-25992;-34794;-1097;1227707;-2372;-4247;-104136;-6817;-34997;-82382;354793;0;0;1;1;0
244;-25992;306042;-1097;-891;-2372;-4247;45661;-54041;-34997;6241;-28185;0;0;0;1;1
245;-25992;-34794;-1097;-891;-2372;-4247;-98328;-6817;-34997;94864;-28185;1;0;1;1;0
246;-25992;-34362;-1097;-891;-2372;-4247;-11667;-64909;-34997;-111923;-28185;0;0;0;1;0
247;37589;-34794;508065;-891;-2372;-4247;-17117;-18176;-34997;-82382;-28185;1;0;0;0;1
248;-25992;-34794;8094;455984;-2372;-4247;-11667;-56215;-34997;-233;-28185;0;0;0;1;0
249;-25992;-34794;-1097;-891;-2372;-4247;21679;37252;-34997;65323;-28185;1;0;1;0;0
250;-19952;-19706;-1097;-891;-2372;-4247;-111375;-35565;-34997;183486;-28185;0;0;0;1;0
251;-25992;-34794;-1097;-891;-2372;-4247;-4228;-6817;92184;124404;-28185;0;0;0;1;0
252;40105;14074;-1097;-891;-2372;-4247;329;-6817;-34997;124404;-28185;0;0;0;1;0
253;-25992;-34794;-1097;-891;-2372;-4247;-89504;206798;28593;35782;-28185;0;0;0;0;0
254;-25992;-34557;-1097;-891;-2372;-4247;128183;-6817;60388;65323;-28185;0;0;0;1;1
255;-25992;-34794;-1097;-891;-2372;-4247;-11667;-55128;-34997;94864;-28185;0;0;0;1;0
256;-25992;-21463;-1097;-891;-2372;-4247;89975;-6817;282954;-141464;-28185;0;0;0;1;1
257;-25992;-19767;-1097;-891;-2372;-4247;75724;48121;-34997;-82382;-28185;0;0;1;1;1
258;330868;-34794;-1097;-891;-2372;-4247;76022;167672;-34997;-111923;-28185;0;0;1;0;0
259;-25992;-34794;-1097;-891;-2372;-4247;-11667;-65996;-34997;65323;-28185;0;0;0;0;1
