id;product_A_sold_in_the_past;product_B_sold_in_the_past;product_A_recommended;product_A;product_C;product_D;cust_hitrate;cust_interactions;cust_contracts;opp_month;opp_old;competitor_Z;competitor_X;competitor_Y;cust_in_iberia;target_variable
21;-25992;-34794;-1097;-891;-2372;-4247;-19454;47273;-34997;124404;354793;1;1;0;0;1
22;-25992;-34794;404258;-891;-2372;-4247;-27331;48083;92184;124404;-28185;0;0;0;1;0
23;-25992;-34794;-1097;-891;-2372;-4247;-38549;147132;-34997;183486;354793;0;0;1;0;0
24;-25992;-34794;-1097;-891;-2372;-4247;-86078;12436;-34997;-141464;-28185;0;0;0;1;0
25;-25992;-34794;-1097;-891;-2372;-4247;46037;122626;60388;-111923;-28185;0;0;0;0;0
26;65945;-34794;-1097;-891;-2372;-4247;35411;10584;92184;-82382;-28185;0;1;0;1;0
27;-25992;325755;-1097;478455;-2372;-4247;31823;38627;28593;-82382;-28185;0;0;0;0;0
28;-25992;-34794;-1097;1227707;-2372;-4247;-11343;5100;-34997;-82382;-28185;0;1;0;0;0
29;-25992;-34794;-1097;-891;-2372;-4247;-26339;132529;60388;-111923;-28185;0;0;1;1;0
30;-25992;225596;-1097;-891;-2372;-4247;-48227;84130;28593;-111923;-28185;0;0;0;0;1
31;-25992;-34794;-1097;-891;-2372;-4247;20747;14020;-34997;-111923;354793;0;0;1;1;0
32;-25992;-34794;-1097;-891;-2372;-4247;-43114;18323;28593;-141464;-28185;1;0;0;1;0
33;-25992;-34794;258928;-891;-2372;-4247;34279;132213;-34997;183486;354793;0;0;0;1;0
34;795386;-34794;258928;223537;-2372;-4247;-53328;114217;28593;-233;-28185;0;0;0;1;0
35;108216;-34794;-1097;-891;-2372;-4247;76720;49319;92184;183486;-28185;0;0;1;0;0
36;28136;-34794;-1097;-891;-2372;-4247;-5012;56427;-34997;-141464;-28185;1;0;1;1;1
37;-25992;225596;-1097;-891;-2372;-4247;-21830;100100;92184;124404;-28185;1;0;0;0;0
38;-25992;335306;-1097;-891;-2372;-4247;-26023;151591;60388;183486;354793;0;0;0;1;0
39;-25992;-34794;-1097;-891;-2372;-4247;59857;173185;-34997;-141464;-28185;0;0;1;0;0
40;-25992;335306;404258;-891;-2372;-4247;20728;26484;92184;-141464;354793;0;0;0;0;1
41;-25992;-34794;-1097;-891;-2372;-4247;102207;163384;-34997;124404;-28185;1;0;1;0;0
42;-25992;-34794;-1097;-891;-2372;-4247;54399;47226;60388;124404;-28185;1;0;0;1;0
43;-25992;-34794;-1097;1227707;-2372;-4247;-42837;61157;-34997;-141464;-28185;0;0;0;1;0
44;795386;-34794;-1097;-891;-2372;-4247;-4259;73899;28593;-111923;354793;0;0;0;0;0
45;-25992;-34794;-1097;-891;-2372;-4247;7888;47768;-34997;-111923;-28185;0;0;0;0;0
46;-25992;-34794;335053;-891;-2372;-4247;9722;15161;28593;-82382;-28185;0;0;0;0;0
47;-25992;-34794;-1097;1227707;-2372;-4247;67221;81115;60388;-82382;354793;0;0;1;0;1
48;-25992;335306;335053;-891;-2372;-4247;-16223;106868;28593;-233;-28185;0;0;1;0;0
49;-25992;-34794;-1097;-891;-2372;-4247;-42368;200721;28593;-233;-28185;0;0;0;0;1
50;-25992;-34794;-1097;-891;-2372;-4247;32088;55136;28593;-82382;-28185;0;0;1;0;0
51;108216;-34794;-1097;-891;-2372;-4247;25552;58995;28593;-141464;-28185;0;0;0;0;1
52;65945;-34794;404258;478455;-2372;-4247;-29430;37562;60388;-141464;354793;0;0;0;1;1
53;795386;335306;-1097;-891;-2372;-4247;-90061;130373;60388;-141464;-28185;1;0;0;1;0
54;28136;254732;-1097;-891;-2372;-4247;100520;104109;92184;-233;-28185;0;0;0;0;0
55;-25992;335306;-1097;-891;-2372;-4247;70648;85162;60388;-233;-28185;0;0;0;0;1
56;795386;225596;335053;-891;-2372;-4247;-41950;10376;28593;124404;354793;0;0;0;1;1
57;-25992;-34794;-1097;-891;-2372;-4247;-7047;54649;92184;-141464;-28185;0;1;0;0;0
58;-25992;-34794;-1097;1227707;-2372;-4247;-1395;52559;-34997;183486;-28185;0;0;0;1;0
59;-25992;-34794;-1097;-891;-2372;-4247;30520;68586;92184;-82382;-28185;0;0;0;0;0
60;-25992;254732;-1097;1227707;-2372;-4247;-14113;149748;60388;124404;-28185;1;0;1;1;1
61;-25992;-34794;-1097;-891;-2372;-4247;-20555;153789;-34997;-233;-28185;0;0;1;0;1
62;-25992;-34794;-1097;-891;-2372;-4247;-5860;23825;-34997;124404;-28185;0;0;1;1;0
63;28136;-34794;-1097;1227707;-2372;-4247;-46450;21287;92184;124404;354793;0;0;0;1;0
64;-25992;-34794;-1097;1227707;-2372;-4247;47613;119489;60388;-82382;-28185;1;0;1;0;0
65;-25992;-34794;-1097;-891;-2372;-4247;30877;78072;60388;-141464;-28185;0;0;1;0;0
66;-25992;335306;-1097;-891;-2372;-4247;-49418;313263;-34997;-233;354793;0;1;0;0;0
67;-25992;-34794;-1097;223537;-2372;-4247;16887;94702;92184;183486;-28185;1;0;0;1;0
68;28136;225596;-1097;-891;-2372;-4247;-31978;104807;60388;183486;-28185;0;0;0;0;0
69;-25992;325755;258928;223537;-2372;-4247;6953;115025;-34997;-82382;354793;0;0;0;1;0
70;108216;225596;-1097;-891;-2372;-4247;-99906;4707;60388;124404;-28185;0;0;1;1;0
71;65945;325755;258928;-891;-2372;-4247;-11956;56030;28593;-82382;-28185;0;0;0;1;1
72;-25992;-34794;-1097;-891;-2372;-4247;65343;9836;-34997;183486;354793;0;0;1;1;0
73;-25992;254732;335053;-891;-2372;-4247;-53307;283110;28593;124404;-28185;0;0;1;1;1
74;28136;-34794;-1097;-891;-2372;-4247;-17794;96140;60388;-111923;-28185;0;0;1;1;1
75;65945;225596;-1097;-891;-2372;-4247;62915;41816;60388;183486;-28185;0;0;1;1;0
76;65945;-34794;-1097;-891;-2372;-4247;85431;216743;92184;-233;-28185;0;0;0;0;0
77;65945;-34794;-1097;-891;-2372;-4247;38303;19953;28593;-82382;-28185;0;0;0;0;0
78;-25992;-34794;-1097;223537;-2372;-4247;77781;192518;92184;-141464;-28185;0;0;1;0;0
79;-25992;-34794;-1097;-891;-2372;-4247;58574;21273;28593;124404;-28185;1;0;0;0;0
80;-25992;325755;-1097;223537;-2372;-4247;-85425;49271;-34997;-141464;-28185;0;1;0;1;0
81;28136;225596;-1097;-891;-2372;-4247;28126;179326;-34997;183486;-28185;0;0;0;1;0
82;-25992;-34794;-1097;-891;-2372;-4247;11955;19029;60388;-82382;-28185;0;0;0;1;0
83;-25992;-34794;258928;-891;-2372;-4247;-51713;6989;60388;-82382;354793;0;0;0;0;0
84;-25992;335306;-1097;-891;-2372;-4247;-85179;53946;28593;-141464;-28185;0;0;0;0;1
85;-25992;-34794;-1097;-891;-2372;-4247;41382;198154;-34997;183486;-28185;0;0;0;0;0
86;-25992;335306;-1097;-891;-2372;-4247;-5857;154150;28593;124404;354793;0;0;0;1;1
87;65945;-34794;-1097;-891;-2372;-4247;6778;7618;92184;-141464;-28185;0;0;0;0;1
88;-25992;-34794;-1097;-891;-2372;-4247;31366;109639;92184;-141464;354793;0;0;0;1;0
89;28136;254732;-1097;-891;-2372;-4247;85698;19671;60388;124404;-28185;0;0;0;0;1
90;-25992;-34794;-1097;-891;-2372;-4247;-32022;23566;28593;-111923;-28185;0;0;1;1;0
91;-25992;-34794;-1097;-891;-2372;-4247;-17791;104206;28593;-233;-28185;0;0;0;0;0
92;65945;325755;-1097;-891;-2372;-4247;-15989;24600;60388;183486;-28185;0;0;0;0;0
93;65945;325755;-1097;-891;-2372;-4247;-33076;44293;92184;-82382;-28185;1;0;0;1;1
94;-25992;254732;-1097;478455;-2372;-4247;92665;137593;92184;-141464;354793;0;0;0;1;0
95;65945;-34794;-1097;-891;-2372;-4247;48963;55009;60388;-82382;354793;1;0;0;1;1
96;-25992;-34794;-1097;1227707;-2372;-4247;32650;28684;60388;-111923;-28185;0;1;0;1;0
97;-25992;-34794;-1097;1227707;-2372;-4247;28952;65117;92184;-141464;-28185;1;0;1;0;0
98;-25992;-34794;-1097;478455;-2372;-4247;-5171;124939;28593;124404;-28185;0;0;0;0;0
99;-25992;335306;-1097;-891;-2372;-4247;-115305;54024;60388;124404;354793;0;0;0;1;1
100;-25992;-34794;-1097;-891;-2372;-4247;107812;65705;-34997;124404;354793;0;0;0;1;0
101;-25992;-34794;-1097;-891;-2372;-4247;-14804;26667;92184;183486;-28185;0;0;1;1;0
102;-25992;325755;-1097;223537;-2372;-4247;43322;109876;-34997;-141464;-28185;0;0;0;0;0
103;-25992;254732;-1097;-891;-2372;-4247;51467;1053;92184;-82382;-28185;0;0;1;0;0
104;-25992;-34794;404258;-891;-2372;-4247;-5951;44409;60388;-111923;354793;1;0;0;0;0
105;795386;-34794;-1097;-891;-2372;-4247;108129;25919;60388;-82382;354793;0;0;0;1;0
106;-25992;225596;-1097;-891;-2372;-4247;56079;146871;-34997;-233;-28185;0;0;0;0;0
107;-25992;-34794;-1097;-891;-2372;-4247;-34138;65357;60388;183486;354793;0;0;0;1;0
108;65945;225596;-1097;-891;-2372;-4247;46816;39651;-34997;124404;-28185;0;0;1;1;1
109;-25992;225596;-1097;-891;-2372;-4247;60451;4890;60388;-111923;-28185;0;0;0;1;0
110;-25992;-34794;-1097;-891;-2372;-4247;254;192378;60388;-82382;-28185;0;0;1;0;0
111;-25992;-34794;-1097;-891;-2372;-4247;34312;46010;92184;124404;354793;0;0;0;0;0
112;-25992;-34794;404258;-891;-2372;-4247;-7520;42958;92184;124404;-28185;0;0;0;1;0
113;795386;-34794;404258;-891;-2372;-4247;-21563;11636;60388;-82382;-28185;0;0;0;1;0
114;28136;-34794;-1097;-891;-2372;-4247;8608;144069;-34997;-233;-28185;1;0;0;0;0
115;-25992;335306;258928;-891;-2372;-4247;8756;85200;60388;-141464;-28185;0;0;1;0;0
116;28136;325755;-1097;-891;-2372;-4247;-10550;12061;60388;-233;-28185;0;0;0;1;0
117;28136;-34794;-1097;1227707;-2372;-4247;-102903;4496;-34997;-233;-28185;0;0;0;0;0
118;-25992;254732;-1097;-891;-2372;-4247;79912;136633;60388;-111923;354793;0;0;0;0;0
119;28136;-34794;-1097;-891;-2372;-4247;66403;73888;92184;-233;-28185;0;0;1;1;0
120;-25992;225596;-1097;-891;-2372;-4247;-40035;103713;28593;124404;-28185;0;0;1;1;0
121;28136;-34794;404258;-891;-2372;-4247;-13267;61144;60388;-141464;354793;0;0;0;0;0
122;28136;-34794;-1097;-891;-2372;-4247;-47860;28688;60388;124404;-28185;0;0;0;0;0
123;-25992;-34794;-1097;-891;-2372;-4247;-77167;81316;60388;-111923;354793;1;0;0;0;0
124;-25992;-34794;-1097;-891;-2372;-4247;-49846;21114;28593;-141464;354793;0;0;0;0;0
125;-25992;-34794;-1097;-891;-2372;-4247;6907;79580;60388;124404;-28185;0;0;1;0;0
126;-25992;225596;-1097;-891;-2372;-4247;20612;29199;92184;-141464;-28185;1;0;0;0;0
127;28136;-34794;-1097;-891;-2372;-4247;-46304;24747;28593;-141464;354793;0;0;1;1;1
128;28136;254732;-1097;-891;-2372;-4247;-12775;173911;92184;-141464;-28185;0;1;0;1;1
129;-25992;-34794;-1097;-891;-2372;-4247;15251;39281;28593;-233;354793;0;0;1;1;0
130;-25992;-34794;-1097;-891;-2372;-4247;-30742;101969;60388;-141464;-28185;0;0;0;1;0
131;-25992;-34794;-1097;-891;-2372;-4247;26081;67997;-34997;-82382;-28185;1;0;1;1;1
132;-25992;254732;-1097;-891;-2372;-4247;-46479;47606;28593;-111923;354793;0;0;0;1;0
133;-25992;-34794;-1097;223537;-2372;-4247;102587;29202;-34997;-111923;354793;1;0;0;1;0
134;-25992;-34794;-1097;-891;-2372;-4247;-29414;52818;60388;-111923;-28185;0;0;0;0;1
135;795386;325755;-1097;-891;-2372;-4247;-15012;26435;92184;124404;-28185;0;0;0;0;1
136;-25992;-34794;404258;223537;-2372;-4247;-52266;7684;28593;-82382;354793;1;0;0;0;0
137;-25992;-34794;-1097;-891;-2372;-4247;-101455;115698;28593;-141464;354793;1;0;0;0;0
138;65945;-34794;-1097;478455;-2372;-4247;20610;115334;92184;124404;-28185;0;1;1;1;1
139;-25992;-34794;-1097;478455;-2372;-4247;-60780;12149;-34997;183486;354793;0;0;0;0;0
140;108216;-34794;-1097;-891;-2372;-4247;11798;36552;92184;-82382;354793;0;0;0;0;1
141;108216;325755;-1097;-891;-2372;-4247;-27994;218951;92184;-233;-28185;0;0;0;0;0
142;-25992;325755;-1097;-891;-2372;-4247;61431;260307;92184;-111923;-28185;1;0;0;0;0
143;-25992;-34794;-1097;-891;-2372;-4247;-1443;260167;92184;-82382;-28185;0;0;1;0;0
144;-25992;-34794;-1097;-891;-2372;-4247;-76621;63186;28593;-82382;-28185;0;0;0;0;0
145;-25992;-34794;-1097;-891;-2372;-4247;6765;24427;60388;-111923;-28185;0;1;0;1;0
146;-25992;-34794;-1097;-891;-2372;-4247;125434;55217;92184;124404;-28185;0;0;1;1;0
147;-25992;-34794;-1097;-891;-2372;-4247;-9617;130581;28593;-141464;354793;0;0;1;1;0
148;-25992;-34794;-1097;223537;-2372;-4247;-24946;82658;60388;-141464;354793;1;0;0;0;0
149;-25992;-34794;-1097;-891;-2372;-4247;31257;911;60388;124404;354793;1;0;1;0;0
150;-25992;-34794;-1097;-891;-2372;-4247;-29989;78859;28593;-233;-28185;1;0;0;1;1
151;795386;335306;-1097;-891;-2372;-4247;3543;5476;28593;-82382;-28185;1;0;0;1;1
152;-25992;225596;-1097;223537;-2372;-4247;9801;12561;28593;124404;-28185;0;1;0;0;0
153;-25992;-34794;-1097;-891;-2372;-4247;-50330;86779;28593;-111923;354793;0;0;0;1;0
154;-25992;335306;-1097;-891;-2372;-4247;41966;175417;92184;-111923;-28185;0;0;0;0;0
155;108216;-34794;-1097;-891;-2372;-4247;55858;165684;-34997;-111923;354793;0;0;0;0;0
156;-25992;-34794;-1097;-891;-2372;-4247;-38203;120376;60388;-111923;354793;0;0;1;0;0
157;-25992;335306;404258;-891;-2372;-4247;37958;84948;92184;124404;-28185;0;0;1;0;0
158;65945;335306;-1097;-891;-2372;-4247;42968;52475;60388;-233;354793;0;0;0;1;0
159;-25992;-34794;-1097;-891;-2372;-4247;-527;51202;92184;-141464;-28185;0;0;0;1;0
160;65945;-34794;-1097;-891;-2372;-4247;74883;53142;92184;124404;354793;0;0;0;0;0
161;-25992;325755;-1097;1227707;-2372;-4247;82149;27272;28593;-82382;-28185;0;0;0;1;1
162;-25992;-34794;-1097;-891;-2372;-4247;-28262;143932;-34997;-111923;-28185;0;1;0;1;0
163;-25992;-34794;-1097;-891;-2372;-4247;23509;96601;28593;-111923;-28185;0;0;0;0;0
164;-25992;335306;258928;-891;-2372;-4247;26581;115787;60388;183486;-28185;0;1;0;1;0
165;-25992;-34794;-1097;-891;-2372;-4247;44849;90546;60388;-233;-28185;0;0;0;1;0
166;28136;-34794;-1097;-891;-2372;-4247;26923;35966;60388;-233;-28185;0;0;1;0;0
167;-25992;254732;-1097;-891;-2372;-4247;47652;64485;28593;-141464;-28185;1;0;0;0;1
168;-25992;-34794;-1097;-891;-2372;-4247;17190;62820;-34997;-82382;-28185;0;0;0;0;0
169;-25992;-34794;-1097;-891;-2372;-4247;118638;30865;28593;-141464;-28185;0;0;0;1;0
170;-25992;-34794;-1097;-891;-2372;-4247;1987;237108;28593;183486;-28185;1;0;0;0;0
171;-25992;-34794;-1097;-891;-2372;-4247;-44789;9062;60388;-111923;-28185;0;0;0;0;1
172;-25992;-34794;-1097;-891;-2372;-4247;44296;172723;28593;-233;-28185;0;0;0;1;0
173;-25992;-34794;-1097;-891;-2372;-4247;-12923;34946;92184;-141464;-28185;0;0;0;1;0
174;-25992;-34794;-1097;-891;-2372;-4247;-23958;59189;28593;-233;-28185;1;0;0;1;1
175;-25992;-34794;-1097;-891;-2372;-4247;224;28471;-34997;-141464;354793;1;0;0;0;0
176;-25992;-34794;-1097;-891;-2372;-4247;20953;51070;92184;-82382;354793;0;0;0;0;0
177;-25992;-34794;-1097;-891;-2372;-4247;-31040;14917;60388;-233;-28185;0;0;0;0;0
178;-25992;-34794;404258;-891;-2372;-4247;39014;26715;92184;-141464;354793;0;0;0;0;0
179;795386;-34794;-1097;-891;-2372;-4247;-22206;74059;28593;124404;-28185;0;0;0;0;0
180;-25992;-34794;404258;1227707;-2372;-4247;41724;44822;28593;-141464;354793;0;0;0;0;0
181;-25992;-34794;-1097;-891;-2372;-4247;3396;109105;92184;183486;354793;0;0;0;0;0
182;-25992;335306;-1097;-891;-2372;-4247;21154;109696;92184;-111923;354793;0;0;0;0;0
183;795386;335306;-1097;-891;-2372;-4247;-56266;25726;-34997;-111923;-28185;1;0;0;1;0
184;28136;-34794;258928;-891;-2372;-4247;-78277;50487;60388;183486;-28185;0;1;0;1;0
185;-25992;-34794;-1097;-891;-2372;-4247;26551;55433;60388;-233;-28185;1;0;0;0;0
186;-25992;-34794;-1097;-891;-2372;-4247;101742;99959;92184;-82382;-28185;0;0;0;1;0
187;28136;-34794;258928;-891;-2372;-4247;-34629;404;92184;124404;-28185;0;0;0;0;1
188;-25992;-34794;258928;-891;-2372;-4247;92369;10538;60388;-111923;-28185;1;0;1;0;0
189;-25992;-34794;-1097;-891;-2372;-4247;25212;88781;92184;-111923;-28185;0;0;0;0;0
190;-25992;-34794;-1097;-891;-2372;-4247;-21381;146369;60388;-141464;-28185;0;0;1;1;0
191;-25992;254732;-1097;-891;-2372;-4247;-14226;255826;28593;-141464;-28185;0;0;0;1;0
192;28136;-34794;-1097;223537;-2372;-4247;25206;86393;28593;-82382;-28185;0;0;1;1;1
193;795386;225596;-1097;223537;-2372;-4247;78087;63544;28593;-82382;354793;0;0;0;1;1
194;-25992;-34794;-1097;-891;-2372;-4247;27198;1789;-34997;-111923;-28185;0;0;0;1;0
195;-25992;-34794;-1097;-891;-2372;-4247;990;222743;92184;-111923;354793;0;0;0;1;1
196;-25992;-34794;-1097;-891;-2372;-4247;21407;222634;28593;183486;354793;1;0;1;1;0
197;65945;254732;-1097;-891;-2372;-4247;-48664;75653;-34997;-141464;-28185;1;0;0;0;0
198;28136;-34794;404258;-891;-2372;-4247;-30514;24396;-34997;183486;354793;0;0;0;1;0
199;28136;-34794;-1097;-891;-2372;-4247;17991;107219;-34997;-233;-28185;0;0;1;1;1
200;65945;-34794;404258;-891;-2372;-4247;12103;39483;92184;-111923;-28185;0;0;0;0;0
201;-25992;335306;404258;-891;-2372;-4247;-213;24177;92184;-141464;-28185;0;0;0;0;0
202;-25992;-34794;-1097;-891;-2372;-4247;11163;181449;-34997;-111923;354793;1;0;0;1;0
203;-25992;-34794;-1097;-891;-2372;-4247;-8198;18851;28593;-82382;354793;0;0;0;1;0
204;28136;254732;335053;478455;-2372;-4247;-54566;110366;28593;-233;354793;0;0;0;1;1
205;-25992;-34794;404258;-891;-2372;-4247;-43984;97796;92184;124404;-28185;0;0;0;0;0
206;-25992;-34794;-1097;-891;-2372;-4247;31842;92149;60388;183486;-28185;0;0;1;0;0
207;-25992;-34794;-1097;223537;-2372;-4247;84348;53262;60388;-233;-28185;0;0;0;1;0
208;-25992;225596;-1097;-891;-2372;-4247;23225;82151;-34997;-233;354793;0;0;1;0;0
209;-25992;-34794;258928;-891;-2372;-4247;-43926;124351;-34997;124404;354793;0;0;0;1;0
210;-25992;-34794;404258;-891;-2372;-4247;52821;130465;60388;-111923;354793;1;0;0;1;0
211;-25992;335306;-1097;223537;-2372;-4247;3722;252077;-34997;-82382;-28185;1;0;1;1;0
212;-25992;-34794;-1097;-891;-2372;-4247;37730;5941;28593;183486;354793;0;1;0;1;0
213;-25992;325755;-1097;478455;-2372;-4247;6177;92913;60388;183486;354793;0;0;0;1;0
214;-25992;-34794;-1097;-891;-2372;-4247;55307;54674;28593;183486;-28185;0;0;0;1;0
215;65945;-34794;-1097;-891;-2372;-4247;41174;43454;-34997;183486;354793;0;0;0;1;1
216;-25992;-34794;-1097;-891;-2372;-4247;-62381;16637;28593;124404;-28185;0;0;0;1;0
217;-25992;335306;-1097;-891;-2372;-4247;43474;48385;28593;-82382;-28185;0;0;0;0;1
218;65945;-34794;-1097;-891;-2372;-4247;7069;168782;-34997;124404;-28185;0;0;1;0;0
219;-25992;-34794;-1097;-891;-2372;-4247;-4610;39406;60388;-111923;-28185;0;0;0;1;0
220;28136;-34794;-1097;-891;-2372;-4247;33529;203024;-34997;-111923;-28185;0;1;0;1;0
221;-25992;325755;258928;-891;-2372;-4247;24692;134371;60388;-111923;354793;0;0;0;0;1
222;-25992;-34794;-1097;-891;-2372;-4247;-28154;110667;28593;-111923;354793;0;0;0;1;0
223;-25992;-34794;-1097;-891;-2372;-4247;22723;17665;28593;-82382;354793;1;0;0;1;0
224;-25992;254732;404258;-891;-2372;-4247;-72794;83034;-34997;124404;354793;0;0;0;1;1
225;-25992;335306;-1097;-891;-2372;-4247;45430;205364;60388;-82382;354793;0;0;1;0;0
226;-25992;-34794;258928;-891;-2372;-4247;21942;107383;-34997;-82382;-28185;0;0;0;0;1
227;108216;325755;-1097;-891;-2372;-4247;25740;48820;92184;183486;-28185;0;0;0;1;0
228;-25992;-34794;335053;-891;-2372;-4247;-22484;75618;92184;-233;-28185;0;0;0;1;0
229;28136;-34794;-1097;-891;-2372;-4247;155642;77956;-34997;183486;-28185;1;0;0;0;0
230;-25992;-34794;258928;-891;-2372;-4247;54618;157797;92184;124404;-28185;0;0;0;0;0
231;65945;-34794;-1097;-891;-2372;-4247;-8372;35269;60388;-141464;354793;0;1;0;0;0
232;-25992;325755;-1097;-891;-2372;-4247;30668;61935;-34997;183486;-28185;0;0;0;0;0
233;-25992;225596;-1097;-891;-2372;-4247;28420;132512;92184;-82382;-28185;0;0;1;1;0
234;-25992;-34794;-1097;-891;-2372;-4247;21660;78035;60388;124404;-28185;1;0;0;1;0
235;-25992;225596;-1097;-891;-2372;-4247;-164060;92870;28593;-141464;-28185;0;1;0;1;0
236;65945;-34794;404258;-891;-2372;-4247;15711;2186;60388;124404;-28185;0;0;0;1;1
237;-25992;-34794;-1097;-891;-2372;-4247;52377;73696;-34997;183486;354793;0;0;0;0;0
238;-25992;325755;-1097;-891;-2372;-4247;-23306;26039;60388;183486;354793;0;0;0;0;1
239;-25992;225596;404258;-891;-2372;-4247;-75293;166593;60388;-233;354793;0;0;0;1;0
240;-25992;-34794;-1097;-891;-2372;-4247;-25163;23176;92184;183486;-28185;0;0;1;1;0
241;795386;-34794;-1097;-891;-2372;-4247;6869;93332;-34997;-111923;354793;0;1;0;1;0
242;108216;-34794;335053;1227707;-2372;-4247;89078;92689;60388;-233;354793;0;0;0;1;1
243;795386;-34794;-1097;-891;-2372;-4247;11604;32752;28593;-111923;-28185;0;0;0;0;1
244;-25992;-34794;-1097;-891;-2372;-4247;-27264;47446;28593;-111923;-28185;1;0;1;1;0
245;-25992;-34794;-1097;-891;-2372;-4247;54606;28719;-34997;-141464;-28185;0;0;0;1;0
246;795386;-34794;-1097;-891;-2372;-4247;-13750;202534;60388;-141464;-28185;0;0;0;1;0
247;-25992;225596;404258;-891;-2372;-4247;-67160;136965;28593;-111923;-28185;0;0;0;1;0
248;108216;-34794;-1097;-891;-2372;-4247;-37222;232347;60388;-82382;-28185;0;0;0;0;0
249;108216;-34794;-1097;478455;-2372;-4247;32608;39983;60388;-233;-28185;1;0;0;1;0
250;28136;254732;-1097;-891;-2372;-4247;-40558;95361;-34997;183486;-28185;0;0;0;0;0
251;-25992;-34794;-1097;-891;-2372;-4247;50990;126984;-34997;-233;-28185;0;0;0;1;0
252;-25992;335306;-1097;-891;-2372;-4247;93802;56387;-34997;-111923;-28185;0;0;0;0;0
253;28136;-34794;-1097;-891;-2372;-4247;71490;94072;-34997;-111923;-28185;0;0;0;0;0
254;-25992;-34794;-1097;-891;-2372;-4247;-23227;115240;60388;183486;-28185;0;1;1;1;0
255;-25992;-34794;335053;223537;-2372;-4247;-59623;112824;60388;-141464;-28185;0;0;0;1;0
256;-25992;-34794;-1097;-891;-2372;-4247;-108661;268715;-34997;-233;-28185;0;0;0;0;0
257;795386;-34794;-1097;-891;-2372;-4247;-19492;49958;92184;-111923;-28185;0;0;1;1;1
258;-25992;-34794;-1097;1227707;-2372;-4247;-102778;39137;92184;-233;-28185;1;0;0;1;0
259;-25992;-34794;-1097;1227707;-2372;-4247;19529;128849;-34997;124404;-28185;0;0;0;0;0
260;-25992;-34794;-1097;-891;-2372;-4247;78715;51276;92184;-233;-28185;0;0;0;0;0
261;-25992;-34794;335053;478455;-2372;-4247;18304;56778;92184;-141464;354793;0;0;0;0;0
262;108216;254732;335053;-891;-2372;-4247;-24606;115995;60388;183486;-28185;0;0;0;1;0
263;-25992;225596;-1097;223537;-2372;-4247;64780;30672;60388;124404;-28185;0;0;0;0;0
264;-25992;225596;-1097;-891;-2372;-4247;-27770;30195;28593;-141464;354793;0;0;0;1;1
265;28136;-34794;-1097;-891;-2372;-4247;-16786;5055;-34997;-82382;-28185;0;0;1;0;0
266;65945;-34794;-1097;-891;-2372;-4247;-6854;7244;-34997;-141464;-28185;0;0;1;0;1
267;-25992;-34794;-1097;-891;-2372;-4247;-42267;108989;60388;183486;-28185;0;1;0;0;0
268;65945;225596;404258;478455;-2372;-4247;-1655;148465;60388;-233;-28185;0;0;0;0;1
269;-25992;-34794;-1097;-891;-2372;-4247;54860;230760;92184;-82382;-28185;0;0;0;1;0
