id;product_A_sold_in_the_past;product_B_sold_in_the_past;product_A_recommended;product_A;product_C;product_D;cust_hitrate;cust_interactions;cust_contracts;opp_month;opp_old;competitor_Z;competitor_X;competitor_Y;cust_in_iberia;target_variable
18;-25992;153069;-1097;-891;-2372;-4247;-6413;141057;60388;-141464;-28185;0;0;1;0;1
19;65945;351662;-1097;-891;-2372;-4247;40350;75835;-3202;153945;354793;0;0;0;0;1
20;-25992;-34794;-1097;-891;-2372;-4247;-23733;96115;-34997;124404;-28185;0;0;0;1;0
21;-586;-34794;-1097;-891;-2372;-4247;-13289;70462;251159;-141464;-28185;0;0;0;0;0
22;34402;-34794;59619;-891;-2372;-4247;17772;201474;-34997;183486;-28185;0;0;0;0;0
23;-25992;335306;-1097;-891;98194;-4247;-1192;206137;251159;124404;-28185;0;0;1;1;1
24;-586;-34794;-1097;-891;-2372;-4247;5813;69199;-34997;-52841;-28185;0;0;0;0;0
25;-25992;-34794;-1097;455984;-2372;-4247;-52695;3893;-34997;6241;-28185;0;0;1;1;1
26;37589;-28599;-1097;-891;-2372;-4247;44207;110748;155774;6241;354793;0;0;0;1;1
27;-586;-28599;508065;1385771;-2372;-4247;11045;9035;60388;153945;-28185;0;0;1;0;1
28;37589;335306;-1097;-891;-2372;-4247;-9650;230859;-34997;-111923;-28185;0;0;0;1;0
29;-25992;335306;508065;-891;-2372;-4247;54691;250052;-34997;6241;-28185;0;0;1;0;0
30;-25992;-34794;40933;1878559;-2372;3310429;34938;166963;-34997;94864;-28185;0;0;0;0;0
31;795386;-28599;59619;-891;-2372;-4247;40156;85549;346544;6241;-28185;0;0;1;0;0
32;28136;-34794;-1097;-891;-2372;-4247;-17398;93012;92184;-111923;-28185;0;1;0;1;0
33;-25992;-34794;-1097;-891;-2372;-4247;-39792;188003;92184;65323;-28185;1;0;0;1;0
34;795386;-34794;335053;-891;-2372;-4247;-15989;1134;-3202;94864;-28185;0;0;0;0;0
35;405959;-28599;-1097;-891;-2372;-4247;-10236;12798;-3202;6241;354793;0;0;0;0;0
36;-25992;-34794;-1097;223537;-2372;-4247;-21255;106983;123979;-233;-28185;0;0;0;0;0
37;-25992;-34794;-1097;-891;-2372;-4247;111509;136733;123979;94864;-28185;0;0;0;0;0
38;-25992;-34794;-1097;-891;-2372;-4247;11521;78953;-34997;153945;-28185;0;0;1;1;0
39;-25992;-28599;-1097;478455;-2372;-4247;228;38451;-34997;94864;354793;1;1;1;1;0
40;-25992;-34794;40933;455984;-2372;-4247;-10574;46659;-3202;-82382;-28185;0;0;0;0;0
41;65945;200541;-1097;-891;-2372;-4247;-25704;27344;60388;-233;-28185;0;0;0;1;0
42;65945;254732;-1097;-891;-2372;-4247;-109177;72435;-34997;124404;-28185;1;0;0;0;0
43;-25992;-34794;-1097;115062;-2372;-4247;22023;4526;-34997;124404;-28185;0;0;0;0;0
44;-25992;335306;258928;-891;-2372;-4247;-57828;71846;92184;65323;-28185;0;0;0;1;0
45;-19248;-34794;-1097;1385771;-2372;-4247;-7145;1996;123979;-141464;-28185;0;0;1;0;0
46;65945;-34794;-1097;-891;-2372;-4247;-27641;184912;60388;183486;354793;0;0;1;1;1
47;-25992;-34794;-1097;-891;-2372;-4247;16433;6545;-34997;183486;-28185;0;0;0;1;0
48;37589;-34794;-1097;-891;-2372;-4247;16906;18725;473725;6241;-28185;0;0;0;1;1
49;-25992;335306;-1097;-891;-2372;-4247;13407;87342;-3202;-141464;354793;0;0;0;0;0
50;108216;351662;51314;-891;-2372;-4247;26651;139718;-34997;183486;-28185;1;0;0;0;0
51;-25992;-34794;51314;765913;-2372;-4247;40603;81876;-34997;-82382;-28185;0;0;0;0;1
52;-25992;351662;-1097;-891;-2372;-4247;5183;62880;346544;65323;354793;0;0;1;0;0
53;-25992;335306;-1097;-891;-2372;-4247;33703;48126;155774;-111923;-28185;0;0;0;0;0
54;-25992;-34794;-1097;-891;-2372;-4247;2926;187323;123979;94864;-28185;0;0;0;1;1
55;-25992;335306;335053;1878559;-2372;-4247;-8287;61468;-3202;65323;-28185;0;0;0;0;0
56;-19248;-34794;-1097;-891;-2372;-4247;23854;84828;155774;-233;-28185;0;1;0;1;1
57;108216;-34794;-1097;-891;-2372;-4247;-79087;46094;28593;94864;-28185;0;0;1;0;1
58;-25992;335306;-1097;-891;-2372;-4247;15916;28704;92184;153945;354793;0;0;0;0;0
59;-25992;-34794;404258;-891;-2372;-4247;19218;54759;-34997;6241;-28185;0;0;0;1;0
60;-25992;325755;-1097;-891;-2372;-4247;6272;44823;28593;153945;-28185;0;0;0;1;0
61;-25992;153069;-1097;-891;-2372;-4247;-60568;70672;92184;-52841;354793;0;0;0;0;1
62;-25992;-34794;-1097;-891;-2372;-4247;-12839;58614;346544;-82382;354793;1;0;1;1;0
63;-25992;-28599;-1097;-891;-2372;-4247;44583;182013;-34997;65323;-28185;1;0;1;1;0
64;-25992;-28599;-1097;-891;-2372;-4247;2674;174151;-34997;-52841;354793;0;1;1;1;0
65;-25992;-34794;196644;-891;-2372;-4247;-59973;94990;-34997;-233;-28185;0;0;0;0;0
66;-25992;335306;-1097;-891;-2372;-4247;59733;16325;-34997;-52841;-28185;0;0;1;1;1
67;-19248;-28599;196644;1878559;-2372;-4247;54314;49375;-34997;-141464;-28185;0;0;1;0;0
68;37589;335306;-1097;-891;-2372;-4247;59157;73676;-34997;94864;-28185;0;0;0;1;1
69;-25992;351662;-1097;-891;-2372;-4247;132;158310;123979;-82382;-28185;0;1;1;0;1
70;795386;-28599;258928;-891;-2372;-4247;-8983;11406;473725;6241;-28185;0;0;0;0;0
71;-25992;254732;-1097;-891;-2372;-4247;-20353;22953;-34997;-141464;-28185;0;1;0;1;0
72;-25992;-34794;-1097;-891;-2372;-4247;-2183;166823;-34997;-233;-28185;1;0;0;1;0
73;-25992;-28599;-1097;1385771;-2372;-4247;-40077;157479;92184;-111923;-28185;1;1;1;0;0
74;34402;-34794;-1097;-891;-2372;-4247;-93874;179582;473725;-141464;-28185;1;0;0;1;1
75;37589;325755;-1097;-891;-2372;-4247;42574;39534;92184;94864;-28185;0;0;0;1;1
76;-25992;-28599;-1097;-891;-2372;-4247;45872;40098;-34997;-141464;-28185;0;0;0;1;0
77;-19248;351662;-1097;-891;-2372;-4247;-57080;27378;-34997;153945;-28185;0;0;1;0;0
78;-25992;225596;-1097;765913;-2372;-4247;-83540;119804;92184;-82382;354793;0;0;0;1;0
79;-25992;-34794;-1097;-891;-2372;-4247;-88830;158946;-34997;6241;-28185;0;0;0;1;0
80;37589;335306;-1097;-891;-2372;-4247;-88633;131582;-34997;183486;354793;0;0;0;0;1
81;-25992;351662;-1097;-891;-2372;-4247;30897;30089;473725;124404;-28185;0;0;0;1;0
82;-25992;-34794;196644;1385771;-2372;-4247;-73745;7159;92184;-82382;-28185;0;0;0;1;0
83;-25992;-34794;508065;-891;-2372;-4247;-16018;153093;-34997;153945;-28185;0;0;1;0;0
84;-25992;-34794;-1097;-891;-2372;-4247;28583;14194;123979;-82382;-28185;1;0;0;0;1
85;-586;-34794;-1097;-891;-2372;-4247;-50045;34417;-34997;94864;-28185;0;0;0;1;0
86;-586;-28599;-1097;-891;-2372;-4247;-46184;28217;-34997;153945;-28185;0;0;1;1;0
87;-25992;-34794;-1097;-891;-2372;-4247;65529;9703;123979;6241;-28185;0;0;0;1;0
88;-25992;-34794;-1097;-891;-2372;-4247;63258;11818;28593;65323;-28185;0;0;0;1;0
89;-19248;153069;-1097;1227707;-2372;-4247;75822;33646;60388;-233;-28185;0;1;0;0;0
90;-25992;200541;40933;-891;-2372;-4247;25882;28758;-3202;124404;-28185;0;0;0;1;0
91;34402;-34794;-1097;-891;-2372;-4247;26086;2754;-34997;-52841;354793;0;0;0;0;0
92;-25992;153069;-1097;-891;-2372;-4247;80883;65532;123979;153945;-28185;0;0;0;0;0
93;28136;-34794;-1097;-891;-2372;-4247;69028;76318;346544;183486;-28185;0;0;0;0;1
94;-25992;-34794;-1097;-891;-2372;-4247;-33700;67520;28593;94864;354793;0;1;0;1;0
95;37589;200541;-1097;-891;-2372;-4247;3003;139757;-34997;6241;-28185;0;0;0;0;1
96;37589;-34794;-1097;-891;-2372;-4247;-113517;195579;92184;-82382;-28185;0;0;0;0;1
97;37589;-34794;-1097;-891;-2372;1331632;-6856;30648;155774;65323;-28185;0;0;0;0;0
98;-25992;-34794;-1097;-891;-2372;-4247;-27779;118496;-34997;124404;-28185;0;0;0;0;0
99;-25992;325755;-1097;-891;-2372;-4247;28049;58694;-34997;-141464;354793;0;0;0;0;0
100;28136;254732;-1097;-891;-2372;-4247;30676;125454;346544;6241;354793;1;1;0;0;1
101;-25992;-34794;-1097;478455;-2372;-4247;23571;66747;473725;6241;-28185;1;0;0;0;0
102;-25992;325755;40933;-891;-2372;-4247;64457;155180;60388;183486;-28185;0;0;0;0;1
103;37589;200541;-1097;-891;-2372;-4247;34452;98262;-34997;-82382;-28185;0;0;1;0;1
104;-25992;-28599;508065;-891;-2372;-4247;24354;184158;60388;-233;-28185;0;0;0;1;0
105;-19248;225596;51314;-891;-2372;-4247;56881;72235;92184;65323;-28185;0;0;0;0;0
106;28136;225596;508065;-891;-2372;-4247;15181;17346;251159;153945;-28185;0;1;0;1;0
107;-25992;-28599;-1097;-891;-2372;-4247;-31169;23699;-34997;65323;-28185;0;0;1;1;1
108;37589;-34794;-1097;-891;-2372;-4247;2609;154794;155774;-141464;354793;0;1;0;0;0
109;-25992;254732;-1097;-891;-2372;-4247;-53552;19513;-34997;-233;-28185;1;0;1;0;0
110;-25992;200541;-1097;-891;-2372;-4247;41118;55450;-3202;124404;-28185;0;0;0;0;0
111;-25992;351662;-1097;-891;-2372;-4247;-2539;43449;-34997;65323;-28185;1;0;0;0;0
112;-25992;-34794;-1097;-891;-2372;-4247;-18564;120774;251159;183486;-28185;0;0;0;1;0
113;-25992;335306;-1097;-891;-2372;-4247;28112;59460;473725;183486;354793;0;0;0;0;1
114;-25992;153069;-1097;-891;-2372;-4247;8582;17148;-34997;-52841;354793;0;0;0;0;1
115;-25992;225596;-1097;-891;-2372;-4247;49348;116976;155774;94864;-28185;0;0;1;1;0
116;108216;-34794;-1097;-891;-2372;-4247;38021;46169;346544;65323;354793;1;0;0;1;1
117;-586;200541;-1097;1227707;-2372;-4247;44837;47422;-34997;183486;-28185;0;0;1;0;0
118;28136;200541;-1097;-891;-2372;-4247;-37893;27229;-34997;183486;-28185;1;0;0;0;0
119;405959;-28599;-1097;-891;98194;-4247;-6255;86122;-34997;-233;-28185;0;1;0;1;0
120;795386;-28599;-1097;765913;-2372;-4247;10361;30696;346544;-233;-28185;0;0;0;1;1
121;-25992;351662;-1097;-891;-2372;-4247;15796;125933;123979;94864;-28185;1;0;0;0;1
122;-586;351662;-1097;-891;-2372;-4247;8013;152948;28593;94864;-28185;0;0;1;0;1
123;-19248;335306;-1097;-891;-2372;-4247;-71123;35872;28593;94864;354793;0;0;1;0;1
124;-19248;153069;-1097;-891;-2372;-4247;-38764;21346;123979;6241;-28185;1;0;1;0;0
125;-586;325755;-1097;-891;-2372;-4247;108312;22089;-34997;-111923;-28185;0;0;0;0;0
126;-25992;-34794;-1097;-891;-2372;-4247;-7905;5900;155774;-52841;-28185;0;0;1;1;0
127;-586;-34794;508065;-891;-2372;-4247;-74437;57508;-34997;6241;-28185;0;0;0;1;0
128;-19248;153069;-1097;-891;-2372;-4247;71904;70375;-3202;-233;354793;0;0;1;0;1
129;-25992;351662;51314;-891;-2372;-4247;25718;163779;473725;94864;354793;0;0;0;0;0
130;-25992;-34794;404258;-891;-2372;-4247;39378;83514;28593;-141464;-28185;0;0;0;0;0
131;-25992;-34794;-1097;-891;-2372;-4247;-6834;96185;-34997;6241;-28185;0;0;0;1;0
132;28136;-34794;-1097;-891;-2372;-4247;26559;117513;251159;153945;-28185;0;0;0;1;0
133;37589;-34794;-10968;-891;-2372;-4247;-39173;130642;-34997;-52841;-28185;0;0;1;0;0
134;-25992;-34794;-1097;-891;-2372;-4247;4042;83521;-3202;-233;-28185;0;0;1;1;0
135;795386;-34794;-1097;-891;-2372;-4247;145890;56114;-34997;-233;354793;0;0;0;1;0
136;-25992;-34794;-1097;-891;-2372;-4247;33284;72157;-34997;6241;354793;0;0;0;0;0
137;-25992;351662;40933;-891;-2372;-4247;67859;74659;123979;94864;-28185;0;0;0;0;0
138;-25992;325755;-1097;-891;-2372;-4247;2286;98495;-3202;-111923;-28185;0;1;0;0;0
139;-25992;225596;508065;-891;-2372;-4247;-37239;52337;28593;-233;-28185;0;0;0;1;0
140;-25992;335306;-1097;-891;-2372;-4247;20533;88511;-34997;-111923;-28185;0;0;0;1;0
141;34402;-34794;-1097;223537;-2372;-4247;-7387;19684;-34997;-82382;354793;0;0;0;0;1
142;28136;225596;508065;223537;-2372;-4247;86447;69722;-34997;-233;-28185;0;0;0;0;0
143;-25992;-28599;-1097;-891;-2372;-4247;-1872;83630;92184;183486;-28185;1;0;1;1;0
144;-25992;254732;-1097;-891;-2372;-4247;5667;2696;28593;-82382;-28185;0;0;0;0;0
145;-25992;325755;-1097;-891;-2372;-4247;38324;7173;155774;-233;354793;0;0;0;1;0
146;-25992;-28599;-1097;-891;-2372;-4247;85248;114595;-34997;124404;-28185;0;0;0;1;0
147;34402;225596;-1097;223537;-2372;-4247;-9380;17840;60388;183486;354793;0;0;0;1;0
148;-25992;-34794;-1097;-891;-2372;-4247;-47328;32880;28593;124404;-28185;1;0;0;1;0
149;37589;-24182;-1097;-891;-2372;-4247;6968;1157;251159;-111923;-28185;0;0;0;0;1
150;65945;254732;-1097;115062;-2372;-4247;-87563;204330;28593;-141464;354793;0;0;1;0;0
151;-25992;254732;-1097;-891;-2372;-4247;-60450;77566;123979;-82382;-28185;0;0;0;0;1
152;-19248;-34794;-1097;115062;-2372;-4247;65956;164453;92184;124404;-28185;0;0;0;1;0
153;-25992;-28599;-1097;-891;-2372;-4247;36717;18370;155774;6241;354793;0;0;0;1;0
154;108216;-34794;-1097;-891;-2372;-4247;-23233;91293;92184;-141464;-28185;0;0;1;0;1
155;-19248;153069;-1097;-891;-2372;-4247;-69855;149016;473725;-111923;-28185;0;0;0;0;0
156;-19248;-34794;-1097;478455;-2372;-4247;31266;27149;473725;124404;-28185;0;0;0;1;0
157;-25992;335306;-1097;-891;-2372;-4247;63255;13713;251159;-52841;354793;0;0;1;1;0
158;-19248;351662;-1097;223537;-2372;-4247;45734;20999;92184;-141464;354793;0;0;1;0;0
159;-25992;-34794;-1097;-891;-2372;-4247;-25510;4819;60388;-233;354793;1;1;0;0;0
160;-25992;-24182;-1097;-891;-2372;-4247;-5682;86603;-3202;-111923;-28185;0;0;0;0;0
161;-25992;-34794;51314;-891;-2372;-4247;-11957;27572;60388;-233;354793;0;0;0;0;0
162;-25992;225596;-1097;-891;-2372;-4247;59549;22586;346544;94864;-28185;0;0;1;0;0
163;108216;-34794;-1097;-891;-2372;-4247;-72746;90491;-34997;-233;-28185;0;0;1;0;0
164;-19248;-24182;-1097;-891;-2372;-4247;-13630;17108;-34997;6241;-28185;0;0;0;0;0
165;34402;200541;335053;455984;-2372;-4247;-12081;165508;123979;-82382;-28185;0;0;0;1;0
166;-25992;-28599;-1097;-891;98194;-4247;46072;146923;-34997;124404;-28185;0;1;0;0;0
167;-25992;225596;-1097;-891;-2372;-4247;45769;79673;123979;-233;354793;0;0;0;0;0
168;-25992;-28599;-1097;1878559;-2372;-4247;5326;18727;-34997;-233;-28185;0;0;0;0;0
169;-25992;-34794;-1097;-891;-2372;-4247;-12342;65486;-34997;6241;-28185;0;0;0;1;0
170;-25992;-28599;-1097;-891;-2372;-4247;-103604;4048;-34997;-52841;-28185;0;0;0;0;0
171;-19248;-34794;-1097;-891;-2372;-4247;36939;124855;-34997;6241;-28185;0;0;0;1;1
172;-586;-28599;40933;-891;-2372;-4247;15251;55446;-34997;6241;-28185;1;0;0;1;0
173;-25992;-34794;-1097;-891;-2372;-4247;-45422;9112;92184;-141464;354793;0;0;0;1;1
174;-25992;-34794;-1097;-891;-2372;-4247;103804;72716;-34997;65323;354793;0;0;1;1;0
175;-19248;325755;-1097;-891;-2372;-4247;44542;18914;-34997;183486;354793;0;0;0;0;0
176;-25992;-28599;-1097;-891;-2372;-4247;32948;119870;28593;-52841;-28185;1;0;1;0;0
177;-25992;-34794;404258;-891;-2372;-4247;-55694;14590;-34997;-52841;-28185;0;0;0;0;0
178;28136;-34794;258928;223537;-2372;-4247;51576;93334;251159;-141464;-28185;1;0;0;1;0
179;405959;-34794;404258;-891;98194;-4247;-65418;128720;-34997;-141464;354793;1;0;0;0;0
180;-25992;-34794;-1097;-891;-2372;-4247;-14127;40446;-34997;124404;-28185;0;0;0;0;0
181;-19248;-24182;-1097;-891;-2372;-4247;95093;35235;-34997;-141464;354793;1;0;0;0;0
182;-25992;-34794;-1097;-891;-2372;-4247;23920;181236;-34997;-82382;354793;1;0;0;1;0
183;-25992;-34794;-10968;-891;-2372;-4247;55938;48902;-34997;183486;-28185;0;0;0;0;0
184;-25992;200541;-1097;-891;-2372;-4247;-41496;101370;-3202;-141464;-28185;0;0;1;1;0
185;-19248;254732;-1097;-891;-2372;-4247;-112323;24617;-34997;153945;-28185;0;0;0;1;0
186;-25992;-28599;335053;-891;-2372;-4247;-17319;49067;-34997;-111923;354793;0;0;0;0;0
187;-25992;-34794;-1097;1227707;-2372;-4247;111895;10127;251159;-52841;354793;0;0;1;1;0
188;-25992;325755;-1097;-891;-2372;-4247;96433;27387;-34997;-233;-28185;0;0;0;1;0
189;-25992;-34794;-1097;-891;-2372;-4247;-110114;134945;-34997;94864;354793;0;0;1;0;0
190;405959;-28599;-1097;1227707;-2372;-4247;39551;53133;92184;-111923;-28185;0;1;1;1;1
191;65945;-34794;-1097;-891;-2372;-4247;48845;87355;-34997;94864;354793;0;0;0;0;0
192;-25992;-34794;-1097;-891;-2372;-4247;-5928;50432;-34997;-141464;-28185;0;0;0;1;0
193;-25992;325755;-1097;-891;-2372;-4247;-14105;103258;155774;65323;-28185;0;0;0;0;1
194;-25992;351662;-1097;-891;-2372;-4247;-37372;36405;28593;-82382;-28185;0;0;1;1;1
195;-25992;-34794;51314;455984;-2372;-4247;-20899;1979;-34997;-52841;-28185;0;0;0;1;1
196;-25992;-34794;-10968;-891;-2372;-4247;-100936;33417;-34997;-52841;354793;0;0;0;0;0
197;-25992;153069;-1097;-891;98194;-4247;14092;109810;-3202;-111923;-28185;1;0;1;0;1
198;37589;325755;-1097;-891;-2372;-4247;4717;278317;-34997;-82382;-28185;0;0;0;1;1
199;-586;-28599;-1097;-891;-2372;-4247;-12420;22236;-34997;183486;-28185;0;0;1;1;0
200;-25992;-34794;-1097;-891;-2372;-4247;84327;170053;-34997;-52841;-28185;1;0;0;1;0
201;-25992;-24182;-1097;-891;-2372;-4247;38678;51977;60388;153945;-28185;0;0;1;1;0
202;65945;-34794;-1097;223537;-2372;-4247;-53958;160972;251159;65323;-28185;0;0;0;1;1
203;-25992;-34794;-1097;-891;-2372;-4247;-9413;131584;473725;94864;-28185;0;0;0;1;0
204;-586;-34794;-1097;-891;-2372;-4247;15316;27087;346544;153945;-28185;0;0;0;1;0
205;-586;351662;-1097;1878559;-2372;-4247;-64028;97874;346544;94864;-28185;0;0;0;0;0
206;-25992;-24182;-10968;-891;-2372;-4247;48946;72745;346544;94864;-28185;0;0;0;1;1
207;-586;351662;196644;-891;98194;-4247;-7897;73166;-34997;94864;354793;0;0;0;0;0
208;-25992;-34794;-10968;115062;-2372;-4247;9104;130781;-34997;153945;354793;0;0;0;0;0
209;-25992;225596;258928;-891;-2372;-4247;23724;195743;-34997;65323;354793;0;0;1;0;1
210;-25992;-34794;-1097;-891;-2372;-4247;-5966;8754;155774;65323;-28185;0;0;1;0;0
211;-19248;335306;-1097;920878;-2372;-4247;-46181;160497;60388;153945;354793;0;0;0;0;0
212;-25992;-34794;-1097;-891;-2372;-4247;-31434;8713;-34997;-52841;-28185;0;0;1;0;0
213;65945;225596;-1097;-891;-2372;-4247;-63926;188324;473725;-141464;354793;0;0;1;1;1
214;-19248;-34794;-1097;-891;-2372;-4247;-50078;2108;251159;-111923;-28185;1;0;0;0;1
215;-25992;335306;-1097;-891;-2372;-4247;28833;75110;473725;-52841;-28185;0;0;0;0;0
216;-25992;-34794;-1097;-891;-2372;-4247;-44825;4730;-34997;153945;-28185;1;0;1;1;0
217;28136;-34794;-1097;1227707;-2372;-4247;87181;54080;-3202;153945;-28185;0;1;0;0;1
218;-25992;-34794;-1097;-891;-2372;-4247;-35266;36796;-34997;183486;354793;0;0;0;1;0
219;795386;325755;-1097;-891;-2372;-4247;-88884;226;28593;-141464;354793;0;0;0;1;0
220;-25992;351662;335053;-891;-2372;-4247;-81203;14533;-3202;153945;-28185;0;0;0;1;1
221;108216;254732;-1097;1878559;-2372;-4247;31190;41191;-34997;-82382;-28185;0;0;0;1;1
222;-25992;-34794;508065;-891;-2372;-4247;-32190;62509;-3202;94864;-28185;0;0;1;0;0
223;-25992;153069;-1097;-891;-2372;-4247;44190;49084;123979;6241;354793;0;0;0;1;0
224;-25992;225596;196644;-891;-2372;-4247;-105559;88396;60388;-111923;354793;0;0;0;0;0
225;-25992;-34794;-1097;-891;-2372;-4247;3998;29839;-34997;153945;-28185;0;0;1;0;0
226;-19248;200541;-1097;-891;-2372;-4247;-29846;1770;92184;124404;-28185;0;0;0;0;0
227;-25992;335306;-1097;-891;-2372;-4247;-38333;73904;346544;124404;354793;1;1;1;0;0
228;-25992;-34794;-1097;-891;-2372;-4247;-3003;71608;-3202;124404;354793;0;0;0;0;0
229;-25992;-34794;-1097;1227707;-2372;-4247;-81639;104081;346544;-111923;-28185;0;0;0;1;0
230;-25992;200541;-1097;-891;-2372;-4247;-18084;20997;251159;-52841;-28185;0;0;0;1;0
231;-25992;-34794;-1097;-891;-2372;-4247;-22391;25500;-34997;-82382;-28185;0;0;0;1;0
232;-19248;-34794;508065;-891;-2372;-4247;24349;85654;-34997;94864;-28185;0;0;0;0;0
233;-19248;200541;-1097;-891;98194;2585344;11192;54294;-34997;-111923;354793;0;0;0;0;0
234;405959;-34794;404258;-891;-2372;-4247;-92397;69606;60388;-141464;354793;1;1;1;1;0
235;-19248;-34794;-1097;-891;98194;-4247;108185;53732;-34997;-233;354793;1;0;0;0;1
236;34402;-34794;-1097;-891;-2372;-4247;67629;27662;-34997;65323;-28185;0;0;0;0;0
237;28136;-28599;-1097;-891;-2372;-4247;-28266;133654;-34997;94864;-28185;0;1;0;0;0
238;-25992;-34794;-1097;-891;-2372;-4247;58168;73050;-34997;-141464;354793;0;0;0;1;0
239;-25992;-28599;-1097;-891;-2372;-4247;-79795;198510;155774;6241;354793;1;0;0;0;0
240;-25992;-34794;-1097;-891;-2372;-4247;-49667;40990;28593;-141464;-28185;0;0;0;0;0
241;-19248;-34794;-1097;223537;-2372;-4247;13806;12454;60388;94864;354793;0;0;0;0;1
242;-19248;325755;-1097;-891;-2372;-4247;33201;79921;-3202;153945;-28185;0;0;1;1;0
243;-25992;335306;-1097;-891;-2372;-4247;-92720;54787;-3202;153945;-28185;0;0;0;0;0
244;37589;-34794;-1097;-891;-2372;-4247;15860;27137;92184;183486;-28185;0;0;1;0;1
245;-25992;-34794;-1097;223537;-2372;-4247;83084;17112;28593;65323;-28185;0;0;1;0;0
246;405959;-34794;59619;-891;-2372;-4247;10009;105429;-3202;-141464;354793;0;0;0;1;0
247;405959;351662;40933;-891;-2372;-4247;-28798;94098;60388;-141464;354793;1;0;0;0;1
248;-25992;-34794;-1097;-891;-2372;-4247;14576;48106;92184;-233;-28185;0;1;1;1;1
249;28136;254732;-1097;-891;98194;-4247;-58348;105583;-34997;183486;-28185;0;0;0;1;1
250;-25992;-34794;-1097;-891;-2372;-4247;62093;56781;346544;183486;-28185;0;1;1;1;0
251;-25992;-34794;-1097;-891;-2372;-4247;9182;48026;155774;-52841;-28185;0;0;0;0;0
252;-25992;-34794;-1097;-891;-2372;-4247;48114;12484;473725;183486;-28185;0;0;0;1;0
253;-25992;-34794;40933;-891;-2372;-4247;117841;133184;-3202;-233;354793;0;0;0;1;0
254;-25992;335306;-1097;-891;-2372;-4247;4616;78194;-34997;65323;354793;0;0;0;0;0
255;405959;-34794;-1097;1385771;-2372;-4247;-11796;225052;123979;124404;354793;1;0;1;0;1
256;65945;-24182;-1097;-891;-2372;-4247;8331;167142;-34997;-82382;-28185;0;0;0;1;0
257;-25992;254732;-10968;-891;-2372;-4247;-44945;103437;-34997;65323;-28185;0;0;0;1;0
258;-586;-28599;-1097;-891;-2372;-4247;-8291;46038;-34997;124404;-28185;0;0;0;1;0
259;108216;-34794;-1097;-891;-2372;-4247;56813;29802;92184;-233;354793;0;0;0;0;0
260;-25992;351662;-1097;-891;-2372;-4247;41843;151961;-34997;65323;354793;1;0;1;0;1
261;-25992;-34794;-1097;-891;-2372;-4247;156890;191060;-3202;6241;-28185;0;0;1;0;0
262;-25992;351662;335053;455984;-2372;-4247;-18704;64487;346544;-82382;-28185;0;0;0;0;0
263;-25992;-28599;-1097;-891;-2372;-4247;7547;70173;-3202;124404;-28185;0;0;1;0;0
264;28136;-24182;-1097;-891;-2372;-4247;84730;59380;-34997;-111923;-28185;0;0;1;0;0
265;28136;-24182;-1097;-891;-2372;-4247;-19733;2307;-34997;6241;354793;0;0;0;0;0
266;-25992;254732;-1097;-891;-2372;-4247;-65650;136800;473725;94864;-28185;0;0;0;0;0
267;-25992;200541;-1097;-891;-2372;-4247;-27292;19948;60388;183486;354793;1;0;0;1;0
268;-25992;351662;-1097;-891;-2372;-4247;37013;13;123979;-111923;354793;1;0;0;1;0
269;-19248;325755;258928;-891;-2372;-4247;-41679;89925;28593;94864;354793;0;0;0;0;0
